State,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
AL,18.201636363636364,17.812592592592594,17.528823529411763,17.18767857142857,17.56982142857143,17.0055,17.32220338983051,17.367887323943663,17.881363636363638,17.845671641791046,16.80945205479452,16.893529411764707,16.85978494623656,17.550760869565217,18.193586956521738,16.969,16.53372093023256,17.97064935064935,18.397027027027026,18.154153846153847,17.915915492957748,18.303676470588236
AK,0.09686440677966099,-2.117719298245614,-0.06394736842105266,0.010973451327433652,1.3533587786259542,1.0193076923076922,0.5344715447154471,0.6563779527559055,-0.4527777777777778,0.3523076923076923,-1.453276836158192,-0.5666176470588236,0.23254464285714288,-0.5283829787234042,-1.7491666666666668,0.006903553299492376,1.01,0.4589795918367347,1.6208108108108108,0.028256410256410267,0.7018957345971564,1.967204301075269
AZ,14.647952755905512,15.686528925619834,15.26206106870229,15.504621848739497,15.516785714285714,15.805763888888889,15.347555555555555,15.260069444444444,14.786148148148149,15.030434782608696,14.262325581395348,15.011506849315069,14.5208125,14.866978021978023,15.484148936170213,14.35683908045977,15.37,14.888787878787879,15.345548780487805,15.527986577181208,15.203493150684931,14.160921985815603
AR,17.35731343283582,16.865942028985508,15.893846153846154,16.215507246376813,15.849142857142857,15.648115942028985,15.994545454545454,16.547,16.596666666666668,16.49013888888889,15.384782608695652,15.612463768115942,16.07639534883721,16.447674418604652,17.448333333333334,15.173037974683544,14.827407407407408,16.076746987951807,16.979024390243904,16.763253012048192,15.856739130434782,16.026153846153846
CA,13.473588850174217,13.973728813559323,14.46780104712042,14.588658227848102,14.344937655860349,14.713602771362586,14.47680709534368,14.207046511627906,14.137540983606558,14.175870535714285,14.284465558194775,14.30032967032967,13.707028824833703,13.707537796976242,14.736242038216561,14.72849593495935,15.849920000000001,15.572446183953033,14.927525987525987,15.05397489539749,14.937510373443983,14.132047930283225
CO,6.112457627118644,6.534878048780488,6.622113821138211,6.560318725099601,6.3695041322314045,6.977707509881423,6.245559701492537,6.932930402930403,6.697313432835821,6.7923875432525955,5.715,6.014112903225806,6.438892617449665,6.161770186335404,7.614462540716612,5.784643962848297,6.346482084690554,6.93658940397351,6.90685618729097,7.397209302325582,6.890761589403973,5.859619047619048
CT,11.267777777777779,10.609,9.765833333333333,10.696363636363635,11.018461538461539,9.456428571428571,9.823333333333334,9.819166666666666,10.695833333333333,9.828823529411764,10.020625,9.272857142857143,10.748666666666667,10.452631578947368,11.326666666666666,9.896363636363636,9.301578947368421,9.955238095238094,11.0265,10.567,10.287058823529412,9.831176470588234
DE,14.14,13.716666666666667,12.716666666666667,13.5975,13.976,12.56,13.478,13.034,14.228333333333333,13.47625,13.662857142857144,12.938,13.756,13.991666666666667,14.81,13.425,12.7975,13.6075,14.233333333333333,14.09,14.156666666666666,13.9025
FL,22.815405405405404,22.357439024390246,22.02576923076923,22.42032967032967,22.61779069767442,22.4346875,22.30953488372093,22.161145833333332,22.454262295081968,22.821487603305783,22.41219298245614,22.60646551724138,21.35216,22.884776119402986,22.869172413793102,22.988818897637795,22.397744360902255,23.836666666666666,23.301833333333335,23.37939393939394,23.273173076923076,23.8273
GA,18.448571428571427,17.69808510638298,17.310392156862743,17.433898305084746,17.37709677419355,16.9052,17.328658536585365,17.157444444444444,17.785934065934065,17.924395604395606,17.145238095238096,17.225217391304348,16.9275,17.878317757009345,18.327719298245615,17.35528735632184,16.90632183908046,18.280361445783132,18.283666666666665,18.29088888888889,17.747252747252748,18.35442105263158
HI,22.01241379310345,21.872916666666665,21.42388888888889,21.705909090909092,22.185306122448978,22.09173913043478,22.2416,21.962692307692308,21.772045454545456,21.954761904761906,21.321666666666665,21.15625,20.35527777777778,21.108947368421052,21.66189189189189,21.348387096774193,21.618055555555557,21.77263157894737,21.841578947368422,22.363793103448277,21.386388888888888,21.065
ID,6.306932515337423,6.2787037037037035,6.094197530864197,6.453611111111111,5.928989361702127,7.303523316062176,6.7803589743589745,6.4264039408867,6.8573076923076925,7.120398009950248,6.02235,6.04450495049505,6.382062780269059,5.83215859030837,7.330941704035874,6.420414746543779,6.980995260663507,7.876027397260274,7.1657918552036195,6.692364532019704,6.876875,5.969537037037037
