State,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
TN,1480.0723404255318,1188.3201923076922,1160.479411764706,1376.091891891892,1508.7378151260505,1602.6949152542372,1575.3949152542373,1159.8758620689655,1255.6774193548388,970.9908396946565,1299.534728033473,1563.706181818182,1326.9043307086615,1599.9145748987855,1227.9361216730038,1625.0376,1385.3141732283464,1523.8318777292577,1236.0652173913043
TX,834.1514184397163,603.4207513416816,826.9798214285714,879.3673003802281,923.6954813359529,699.7762711864407,1119.8382892057027,600.1280808080808,757.5895669291339,1077.2430830039525,652.6441025641026,852.842946708464,792.5698089171974,436.68584779706276,720.7870113493065,771.3446589446589,678.1172121212121,1225.2388613861385,989.7001193317423
UT,649.3018957345971,472.6563876651982,520.1820754716981,453.52369668246445,376.94948979591834,481.5074074074074,592.0,673.4292817679558,608.8494623655914,452.9746192893401,534.6384615384616,538.1525510204082,686.386936936937,615.4953488372093,436.35335968379445,475.84795539033456,553.5430769230769,549.6388888888889,578.7211618257261
VT,1229.6965517241379,997.4,1166.1594594594594,825.9028571428571,1180.9931034482759,1215.821212121212,1048.965625,1246.7586206896551,1350.7714285714285,1203.2625,1316.9285714285713,1185.9116279069767,1224.4125,1446.7875,1041.5219512195122,1167.4880952380952,1101.5025,1070.4657894736843,1010.0975
VA,1163.6,1060.8651785714285,998.4051282051282,876.1772727272727,1079.6214285714286,1562.2528301886791,1232.604424778761,1020.0608695652174,1158.4901639344262,891.436,1029.103937007874,1304.4216783216784,1071.1742857142858,1228.7535714285714,1028.7833333333333,1307.1379310344828,1115.3180124223602,1253.15,1176.0610062893081
WA,1507.2516129032258,1440.3268421052633,999.7222222222222,1133.0972375690608,1090.0021857923498,1327.1406976744186,1169.2896739130435,1186.3180232558138,1552.846961325967,1259.5447513812155,1292.8838150289018,1156.7348484848485,1392.6817073170732,1333.8157676348549,1566.7534136546185,1010.0693726937269,1433.18880866426,1352.047859922179,1406.6936842105263
WV,1175.4701149425287,980.0439560439561,1089.8663043478261,1027.8298850574713,1236.242105263158,1512.5296703296704,1375.5011904761905,1086.9865979381443,1120.4126315789474,1093.1482352941177,1176.6714285714286,1181.9385542168675,1078.3845360824741,1369.1914285714286,1113.8364864864866,1183.8753246753247,1080.419718309859,1223.82,1154.9126582278482
WI,851.7833333333333,853.8506493506494,873.8013157894737,904.0054545454545,859.9433962264151,705.0964285714285,899.7192546583851,728.073417721519,799.4796610169492,876.6972527472527,887.1130653266332,805.0804020100502,980.5565610859728,825.013,732.4208530805687,950.9217592592593,925.9810185185186,914.3352941176471,993.7054794520548
WY,618.2892857142857,538.4710059171598,476.6267045454546,390.4526315789474,409.4430303030303,509.5847058823529,493.5782857142857,561.9942528735633,430.0298969072165,482.27688679245284,531.1717703349283,567.6492063492063,541.5486607142857,595.2951965065503,360.6709401709402,500.696,588.5578947368421,497.24944649446496,542.2252873563218
DC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
