State,Year,dni,precipitation,snowfall,temperature,windspeed,potential_hydro_cap,potential_hydro_gen,total_state_area,total_coal_consumption,total_natural_gas_consumption,prime_supplier_residual_oil
AR,2002,4.759307484056712,1310.109589041096,92.73287671232876,15.849142857142857,27.933333333333334,1108,5964,53179.0,14165024.0,242325.0,0.0
AR,2003,4.754450648387219,1108.7459854014598,111.47826086956522,15.648115942028985,28.8125,1108,5964,53179.0,14309814.0,246916.0,0.0
AR,2004,4.6933116412625715,1426.408208955224,78.5,15.994545454545454,28.3125,1108,5964,53179.0,15318316.0,215124.0,0.0
AR,2005,5.1447166562078745,914.9834782608696,19.693693693693692,16.547,26.823529411764707,1108,5964,53179.0,14031168.0,213609.0,0.0
AR,2006,5.199912747505213,1270.6482758620689,26.44927536231884,16.596790123456792,29.928571428571427,1108,5964,53179.0,14614055.0,233868.0,0.0
AR,2007,4.735747495172993,1182.5364864864864,28.092198581560282,16.49013888888889,26.428571428571427,1108,5964,53179.0,15629235.0,226439.0,0.0
AR,2008,4.8555525543049995,1569.8013793103448,163.0,15.384782608695652,28.333333333333332,1108,5964,53179.0,15678438.0,234901.0,0.0
AR,2009,4.501629130215829,1819.047857142857,18.192592592592593,15.612463768115942,26.11111111111111,1108,5964,53179.0,14993987.0,244193.0,0.0
AR,2010,5.217139953423103,995.5839506172839,213.85915492957747,16.07639534883721,25.1875,1108,5964,53179.0,16537465.0,271515.0,0.0
AR,2011,5.035805998561136,1457.554,265.4117647058824,16.447674418604652,27.625,1108,5964,53179.0,17465254.0,284076.0,0.0
AR,2012,5.452544933534654,999.0854166666667,126.94117647058823,17.448333333333334,26.6875,1108,5964,53179.0,17022704.0,296132.0,0.0
AR,2013,4.974349514156427,1361.4490683229815,63.64705882352941,15.173037974683544,25.2,1108,5964,53179.0,18765669.0,282120.0,0.0
AR,2014,4.943526591970316,1212.7117318435753,126.53061224489795,14.827407407407408,27.066666666666666,1108,5964,53179.0,19281018.0,268444.0,0.0
AR,2015,4.8212039748202455,1750.6983516483517,186.10619469026548,16.076746987951807,25.466666666666665,1108,5964,53179.0,12815424.0,291006.0,0.0
AR,2016,5.316721281387915,1257.741884816754,31.28205128205128,16.979024390243904,26.352941176470587,1108,5964,53179.0,14066188.0,309732.0,0.0
CA,1998,6.491616825340393,1051.6982142857144,405.8217821782178,13.473588850174217,31.416666666666668,3360,18570,163695.0,0.0,2309883.0,2301.0
CA,1999,7.189400109533907,482.22975871313673,302.9009584664537,13.973728813559323,28.95744680851064,3360,18570,163695.0,0.0,2339521.0,3057.0
CA,2000,6.856903149364369,611.1005797101449,222.08455882352942,14.467722513089004,29.32,3360,18570,163695.0,0.0,2508797.0,3358.4
CA,2001,6.908255450817264,610.5958579881657,422.6578947368421,14.588658227848102,28.68,3360,18570,163695.0,897110.0,2464565.0,3450.7
CA,2002,7.259970954373554,511.3311428571429,310.0503597122302,14.344937655860349,29.350649350649352,3360,18570,163695.0,970291.0,2273193.0,3050.7
CA,2003,6.811085951695003,578.0613372093023,291.521897810219,14.713602771362586,28.782608695652176,3360,18570,163695.0,889618.0,2269405.0,2609.6
CA,2004,7.194611985199814,590.7556521739131,275.0492957746479,14.47680709534368,29.228571428571428,3360,18570,163695.0,924418.0,2406889.0,2939.6
CA,2005,6.7022851149062435,835.2660256410256,261.87394957983196,14.207093023255814,28.405797101449274,3360,18570,163695.0,872533.0,2248256.0,3477.0
CA,2006,6.802338372934289,710.2262987012987,417.8008658008658,14.137540983606558,27.682539682539684,3360,18570,163695.0,898841.0,2315721.0,4444.6
CA,2007,7.321307507256418,372.614953271028,217.308,14.175870535714285,27.676470588235293,3360,18570,163695.0,960806.0,2395674.0,4603.8
CA,2008,7.17597820144523,497.83417721518987,426.46120689655174,14.284465558194775,27.492753623188406,3360,18570,163695.0,992777.0,2405266.0,3989.7
CA,2009,7.0311283246973915,492.05076530612246,289.1075697211155,14.30032967032967,26.211267605633804,3360,18570,163695.0,878932.0,2328504.0,4258.2
CA,2010,6.61786742559772,854.605298013245,501.36802973977694,13.707028824833703,26.7,3360,18570,163695.0,892130.0,2273128.0,4216.7
CA,2011,7.109914646738724,516.5165789473684,808.8909090909091,13.707516198704104,25.732394366197184,3360,18570,163695.0,811500.0,2153186.0,3328.8
CA,2012,7.0988353510214965,606.3465558194774,758.9310344827586,14.73619957537155,25.929577464788732,3360,18570,163695.0,539439.0,2403494.0,2964.6
CA,2013,7.459841403745475,194.6634429400387,222.7093023255814,14.72849593495935,26.31081081081081,3360,18570,163695.0,259404.0,2415571.0,2397.3
CA,2014,7.057193090965554,521.9558490566038,333.0,15.849920000000001,26.973684210526315,3360,18570,163695.0,277855.0,2339392.0,1891.5
CA,2015,6.941731238294578,369.0519642857143,284.2823529411765,15.572446183953033,26.83116883116883,3360,18570,163695.0,0.0,2301217.0,2523.1
CA,2016,7.079226382332089,679.4827272727273,478.7857142857143,14.927525987525987,28.45945945945946,3360,18570,163695.0,0.0,2172889.0,2479.3
CO,1998,6.188884619265136,548.81171875,1394.1775147928995,6.112457627118644,37.0,3802,22699,104094.0,0.0,330259.0,0.0
CO,1999,6.380502751213394,575.4874100719425,1384.9378531073446,6.534878048780488,38.05555555555556,3802,22699,104094.0,0.0,333085.0,0.0
CO,2000,6.200524737923473,505.35770609318996,1371.6235294117646,6.622113821138211,37.6875,3802,22699,104094.0,0.0,367920.0,0.0
CO,2001,6.224005511080533,471.13367697594504,1458.5737704918033,6.560318725099601,35.95,3802,22699,104094.0,19764973.0,463738.0,0.0
CO,2002,6.691252740579316,353.42764505119453,1061.544502617801,6.3695041322314045,38.95238095238095,3802,22699,104094.0,19446040.0,459397.0,0.0
CO,2003,6.224197804521428,492.4422287390029,1494.1851851851852,6.977707509881423,37.19047619047619,3802,22699,104094.0,19595836.0,436253.0,0.0
CO,2004,6.117848904189508,544.4377892030849,1380.6162361623617,6.245559701492537,35.22727272727273,3802,22699,104094.0,19251209.0,440378.0,0.0
CO,2005,6.219458791849695,516.3219954648526,1434.5034013605443,6.932930402930403,39.22727272727273,3802,22699,104094.0,19013117.0,470321.0,0.0
CO,2006,6.211879125194572,498.033185840708,1758.7784431137725,6.697313432835821,44.7,3802,22699,104094.0,19707009.0,450832.0,0.0
CO,2007,6.25946702709474,504.8289029535865,1576.8853868194842,6.7923875432525955,42.54545454545455,3802,22699,104094.0,19532855.0,504775.0,0.0
CO,2008,6.332373624610739,466.6561507936508,1559.7912087912089,5.715,66.5625,3802,22699,104094.0,18961826.0,504783.0,0.0
CO,2009,5.912401109260493,534.0043103448276,1780.8974358974358,6.014112903225806,43.421052631578945,3802,22699,104094.0,17351280.0,523726.0,0.0
CO,2010,6.20536539703527,485.70270758122746,1662.2056074766356,6.438892617449665,43.8,3802,22699,104094.0,18978981.0,501350.0,0.0
CO,2011,6.444175830677699,499.546875,1942.9710144927535,6.161770186335404,49.2,3802,22699,104094.0,18744067.0,466680.0,0.0
CO,2012,6.495931317055903,334.40789946140035,1222.423611111111,7.614462540716612,46.473684210526315,3802,22699,104094.0,19198567.0,443750.0,0.0
CO,2013,6.178409349233039,542.685559566787,1939.9597315436242,5.784643962848297,34.125,3802,22699,104094.0,18822170.0,467798.0,0.0
CO,2014,6.106604386011835,541.6166371681416,1812.7611111111112,6.346482084690554,35.96,3802,22699,104094.0,17877222.0,478987.0,0.0
CO,2015,6.031999986435356,603.5355008787346,1910.0777777777778,6.93658940397351,39.15384615384615,3802,22699,104094.0,17529140.0,466906.0,0.0
CO,2016,6.405623621989571,460.5153024911032,1812.64161849711,6.90685618729097,39.18518518518518,3802,22699,104094.0,16660627.0,441018.0,0.0
CT,1998,4.496930249894292,1247.2666666666667,241.13333333333333,11.267777777777779,37.5,141,807,5543.0,0.0,131497.0,285.3
CT,1999,4.935526462367868,1300.5428571428572,515.0588235294117,10.609,33.75,141,807,5543.0,0.0,152237.0,122.3
CT,2000,4.534071924524313,1210.8117647058823,808.9230769230769,9.765833333333333,33.0,141,807,5543.0,0.0,159712.0,117.0
CT,2001,4.901733636997884,1001.145,1195.1818181818182,10.696363636363635,30.142857142857142,141,807,5543.0,1623330.0,146278.0,118.1
CT,2002,4.638900602536993,1199.9272727272728,745.7857142857143,11.018461538461539,32.125,141,807,5543.0,1507880.0,177587.0,128.0
CT,2003,4.068634228541234,1384.764705882353,1760.7,9.456428571428571,31.875,141,807,5543.0,2051412.0,154075.0,309.9
CT,2004,4.268194573995772,1229.3428571428572,878.6428571428571,9.823333333333334,32.285714285714285,141,807,5543.0,2132461.0,162642.0,250.5
CT,2005,4.4713572701902775,1319.9307692307693,1868.5,9.819166666666666,31.714285714285715,141,807,5543.0,2070184.0,168067.0,319.8
CT,2006,4.239475717547567,1435.9666666666667,962.3333333333334,10.695833333333333,31.714285714285715,141,807,5543.0,2244830.0,172682.0,102.1
CT,2007,4.550460935306549,1112.31,843.2142857142857,9.828823529411764,31.375,141,807,5543.0,1935600.0,180181.0,138.7
CT,2008,4.310156505496835,1499.611111111111,968.9090909090909,10.020625,30.0,141,807,5543.0,2221062.0,166801.0,35.1
CT,2009,4.147585624312901,1231.7882352941176,1150.5555555555557,9.272857142857143,30.142857142857142,141,807,5543.0,1196099.0,185056.0,17.6
CT,2010,4.594350945031715,1214.1529411764707,911.8,10.748666666666667,31.0,141,807,5543.0,1365666.0,199426.0,12.5
CT,2011,4.369369961733616,1640.1653846153847,2153.3333333333335,10.452631578947368,27.875,141,807,5543.0,325472.0,230036.0,0.0
CT,2012,4.617285399577166,999.4153846153846,837.75,11.326666666666666,27.75,141,807,5543.0,415027.0,229156.0,0.0
CT,2013,4.592219881606763,1133.9392857142857,1554.8,9.896363636363636,29.0,141,807,5543.0,418568.0,234475.0,0.0
CT,2014,4.50900637103594,1149.7347826086957,1372.2,9.301578947368421,31.5,141,807,5543.0,499319.0,235859.0,0.0
CT,2015,4.699585568498948,944.5111111111111,1711.8,9.955238095238094,31.0,141,807,5543.0,358722.0,254065.0,19.0
CT,2016,5.079830875264275,951.9090909090909,934.4,11.0265,32.714285714285715,141,807,5543.0,128303.0,247958.0,0.0
DE,1998,4.625534226027388,971.325,41.5,14.14,38.0,5,30,2489.0,0.0,40809.0,0.0
DE,1999,4.98991781461186,1204.6,110.5,13.716666666666667,40.0,5,30,2489.0,0.0,56013.0,0.0
DE,2000,4.748712287671222,1210.3666666666666,488.4,12.716666666666667,35.5,5,30,2489.0,0.0,48387.0,0.0
DE,2001,5.099616449315057,995.9666666666667,249.25,13.5975,36.0,5,30,2489.0,1480314.0,50113.0,431.1
DE,2002,4.813041095433777,1181.25,238.83333333333334,13.976,39.0,5,30,2489.0,1541021.0,52216.0,161.5
DE,2003,3.984547934246582,1491.55,967.5,12.56,33.5,5,30,2489.0,1786783.0,46177.0,302.7
DE,2004,4.3209863447488654,1117.94,203.5,13.478,32.5,5,30,2489.0,2054688.0,48057.0,226.5
DE,2005,4.528547984931493,1159.1,630.75,13.034,33.5,5,30,2489.0,2207769.0,46904.0,215.5
DE,2006,4.6679451506849245,1221.9833333333333,209.4,14.228333333333333,35.0,5,30,2489.0,2188592.0,43190.0,143.2
DE,2007,4.639890365753418,1043.9857142857143,252.66666666666666,13.47625,35.0,5,30,2489.0,2462433.0,48155.0,245.4
DE,2008,4.452602763013702,1087.85,70.4,13.662857142857144,35.0,5,30,2489.0,2390982.0,48162.0,145.6
DE,2009,4.132931509589052,1424.6833333333334,610.25,12.938,33.0,5,30,2489.0,1352170.0,50148.0,152.6
DE,2010,4.842191776712315,1055.6181818181817,1447.0,13.756,34.0,5,30,2489.0,1229865.0,54825.0,74.6
DE,2011,4.584876709589034,1346.4636363636364,595.3333333333334,13.991666666666667,32.0,5,30,2489.0,716947.0,79715.0,0.0
DE,2012,4.686904080821909,962.925,133.0,14.81,31.5,5,30,2489.0,681765.0,101676.0,0.0
DE,2013,4.642739676712319,1321.3,426.0,13.425,32.5,5,30,2489.0,708254.0,95978.0,0.0
DE,2014,4.636931469863004,1205.075,1135.0,12.7975,38.0,5,30,2489.0,397113.0,101379.0,0.0
DE,2015,4.572602763013689,1246.6538461538462,504.6666666666667,13.6075,35.0,5,30,2489.0,276220.0,102693.0,0.0
DE,2016,5.019726036073047,1231.8916666666667,645.0,14.233333333333333,35.0,5,30,2489.0,226928.0,108562.0,0.0
FL,1998,5.31467909743087,1462.8532608695652,0.0,22.815405405405404,35.642857142857146,171,962,65758.0,0.0,503844.0,4037.8
FL,1999,5.62565317603564,1292.9405940594058,0.0,22.357439024390246,31.7,171,962,65758.0,0.0,559366.0,3888.2
FL,2000,5.694219286445341,1064.426168224299,0.0,22.02576923076923,32.72727272727273,171,962,65758.0,0.0,541847.0,3613.2
FL,2001,5.232765459822858,1376.0080357142858,0.0,22.42043956043956,32.6,171,962,65758.0,28696297.0,543143.0,4167.9
FL,2002,5.164241876234805,1482.7345132743362,0.0,22.61779069767442,32.375,171,962,65758.0,28138927.0,689337.0,3958.6
FL,2003,4.937988033599179,1493.4719008264462,0.0,22.4346875,31.675675675675677,171,962,65758.0,28331203.0,689986.0,5839.3
FL,2004,5.1696744290809304,1410.4884297520662,0.0,22.30953488372093,34.470588235294116,171,962,65758.0,27643867.0,734178.0,4467.6
FL,2005,5.1127760959025315,1532.2333333333333,0.0,22.161145833333332,33.583333333333336,171,962,65758.0,26603195.0,778209.0,2931.3
FL,2006,5.557746212801957,1074.257638888889,0.0,22.454262295081968,32.77777777777778,171,962,65758.0,27754628.0,891611.0,1963.2
FL,2007,5.199521611805123,1170.8006944444444,0.0,22.821487603305783,32.75,171,962,65758.0,28826067.0,917244.0,2069.9
FL,2008,5.188029247264693,1334.0115,0.0,22.412105263157894,33.06666666666667,171,962,65758.0,28076690.0,942699.0,909.2
FL,2009,5.1033036549280935,1383.5293388429752,0.0,22.60646551724138,31.404761904761905,171,962,65758.0,23466939.0,1055340.0,513.5
FL,2010,5.689488359845105,1253.6947368421052,0.0,21.35216,31.86046511627907,171,962,65758.0,25697518.0,1158452.0,359.1
FL,2011,5.558527607353484,1251.5290909090909,0.0,22.884776119402986,31.045454545454547,171,962,65758.0,22804796.0,1217689.0,187.5
FL,2012,5.200685733134026,1443.791724137931,0.0,22.869172413793102,31.488372093023255,171,962,65758.0,19931595.0,1328463.0,154.7
FL,2013,5.011455158892625,1455.5811387900355,0.0,22.988818897637795,31.536585365853657,171,962,65758.0,20904871.0,1225676.0,277.8
FL,2014,5.1902299150830755,1526.3356115107913,0.0,22.397744360902255,31.095238095238095,171,962,65758.0,23012093.0,1214531.0,763.9
FL,2015,4.938275082037734,1395.2324909747292,0.0,23.836666666666666,32.93181818181818,171,962,65758.0,19157495.0,1345790.0,884.3
FL,2016,5.49238009147302,1429.510408921933,0.0,23.301833333333335,34.5,171,962,65758.0,17701145.0,1382558.0,868.7
GA,1998,5.113967480458018,1348.3203389830508,2.0,18.448571428571427,27.666666666666668,580,3341,59425.0,0.0,368579.0,248.5
GA,1999,5.558943542466028,1053.2100917431192,4.794392523364486,17.69808510638298,25.727272727272727,580,3341,59425.0,0.0,337576.0,226.6
GA,2000,5.386181548009592,1064.6747663551403,20.824074074074073,17.310392156862743,25.416666666666668,580,3341,59425.0,0.0,413845.0,225.8
GA,2001,5.263422961729524,1083.8546296296297,0.9532710280373832,17.433898305084746,23.75,580,3341,59425.0,30890896.0,351109.0,274.0
GA,2002,4.9148065208904494,1288.3677685950413,26.2,17.381746031746033,25.866666666666667,580,3341,59425.0,32636792.0,383546.0,221.0
GA,2003,4.766147238570324,1469.202479338843,4.632,16.9052,23.529411764705884,580,3341,59425.0,33349868.0,379761.0,0.0
GA,2004,4.815323627953834,1342.449152542373,7.976190476190476,17.328658536585365,25.235294117647058,580,3341,59425.0,36093848.0,394986.0,0.0
GA,2005,4.9615530988227805,1420.0529411764705,3.485148514851485,17.157444444444444,25.235294117647058,580,3341,59425.0,39137498.0,412560.0,340.2
GA,2006,5.311053112029236,1051.4616071428572,4.458715596330276,17.785934065934065,24.764705882352942,580,3341,59425.0,38890321.0,420469.0,203.9
GA,2007,5.122053095184041,950.2446428571428,5.785046728971962,17.924395604395606,23.647058823529413,580,3341,59425.0,40803032.0,441107.0,129.3
GA,2008,5.2128082301370275,1204.1876288659794,10.551020408163266,17.145238095238096,24.764705882352942,580,3341,59425.0,39296063.0,425043.0,57.4
GA,2009,4.61907019807368,1655.1300613496933,13.376344086021506,17.225217391304348,23.705882352941178,580,3341,59425.0,32784856.0,462799.0,32.9
GA,2010,5.629854455672239,1138.52,62.8099173553719,16.9275,22.375,580,3341,59425.0,34268680.0,530030.0,0.0
GA,2011,5.428792839597814,1063.873142857143,76.42105263157895,17.878317757009345,23.0625,580,3341,59425.0,28893582.0,522897.0,25.0
GA,2012,5.082518847688318,1075.4514970059881,0.1875,18.327719298245615,22.058823529411764,580,3341,59425.0,20836259.0,615771.0,0.0
GA,2013,4.743077043664469,1639.00522875817,3.5,17.35528735632184,23.235294117647058,580,3341,59425.0,20633402.0,625283.0,0.0
GA,2014,5.172133572945215,1286.2154320987654,52.53333333333333,16.90632183908046,23.176470588235293,580,3341,59425.0,22659682.0,652408.0,290.4
GA,2015,4.738304768921375,1531.594674556213,14.066666666666666,18.280602409638554,23.88235294117647,580,3341,59425.0,19306704.0,694399.0,186.8
GA,2016,5.74269344503433,1045.3637362637362,8.8,18.283666666666665,24.647058823529413,580,3341,59425.0,19271596.0,706688.0,0.0
HI,1998,4.799953306614789,1095.211403508772,0.0,22.01241379310345,46.5,145,699,10932.0,0.0,2654.0,1280.3
HI,1999,4.862007767315174,1374.0533333333333,0.0,21.872916666666665,47.0,145,699,10932.0,0.0,3115.0,0.0
HI,2000,5.08085604552529,1189.4684210526316,0.0,21.42388888888889,47.166666666666664,145,699,10932.0,0.0,2841.0,0.0
HI,2001,4.918412443774326,1369.0206896551724,0.0,21.705909090909092,45.875,145,699,10932.0,716330.0,2818.0,0.0
HI,2002,4.812140079377425,1283.6201754385966,0.0,22.185306122448978,41.625,145,699,10932.0,698429.0,2734.0,0.0
HI,2003,5.141883264007779,1293.5783018867924,0.0,22.09173913043478,43.857142857142854,145,699,10932.0,784972.0,2732.0,0.0
HI,2004,4.855330726459145,1965.4095652173912,0.0,22.2416,41.857142857142854,145,699,10932.0,804278.0,2774.0,0.0
HI,2005,5.133105065564207,1520.3017543859648,0.0,21.962692307692308,45.666666666666664,145,699,10932.0,745822.0,2795.0,0.0
HI,2006,4.687797658560313,1721.9132075471698,0.0,21.772045454545456,41.5,145,699,10932.0,719727.0,2783.0,0.0
HI,2007,4.9521711978599185,1392.5490384615384,0.0,21.954761904761906,44.0,145,699,10932.0,777979.0,2850.0,0.0
HI,2008,4.883626458171205,1374.2626086956523,0.0,21.321666666666665,41.142857142857146,145,699,10932.0,837643.0,2702.0,0.0
HI,2009,4.700031138326847,1180.462,0.0,21.15625,38.888888888888886,145,699,10932.0,790377.0,2607.0,0.0
HI,2010,5.198007784046693,1049.8340206185567,0.0,20.35527777777778,42.142857142857146,145,699,10932.0,742448.0,2627.0,0.0
HI,2011,4.589743201556418,1320.4988235294118,0.0,21.108947368421052,38.857142857142854,145,699,10932.0,724309.0,2619.0,0.0
HI,2012,4.949136192412449,906.425974025974,0.0,21.66189189189189,41.75,145,699,10932.0,753466.0,2689.0,0.0
HI,2013,4.848186775486379,1161.8261904761905,0.0,21.348387096774193,39.142857142857146,145,699,10932.0,692082.0,2855.0,1125.1
HI,2014,4.8550038972762675,1623.559756097561,0.0,21.618055555555557,38.375,145,699,10932.0,769460.0,2916.0,972.2
HI,2015,4.910147866342408,1777.3544303797469,0.0,21.77315789473684,39.875,145,699,10932.0,696891.0,2924.0,1046.2
HI,2016,4.980466928210117,1559.0708860759494,0.0,21.841578947368422,43.125,145,699,10932.0,775452.0,3040.0,1031.8
ID,1998,4.816542102353599,835.3421686746988,953.8214285714286,6.306932515337423,26.0,4937,28645,83569.0,0.0,69277.0,0.0
ID,1999,5.383765173800629,673.3423312883435,1152.1022727272727,6.2787037037037035,29.454545454545453,4937,28645,83569.0,0.0,70672.0,0.0
ID,2000,5.333577136156843,611.3327044025157,1086.493670886076,6.094197530864197,25.857142857142858,4937,28645,83569.0,0.0,72697.0,0.0
ID,2001,5.387402555851652,561.0623529411765,1308.1927710843374,6.453611111111111,23.529411764705884,4937,28645,83569.0,0.0,80279.0,0.0
ID,2002,5.511871722552739,558.4058139534884,1012.7252747252747,5.928989361702127,26.176470588235293,4937,28645,83569.0,0.0,71481.0,0.0
ID,2003,5.465774213293764,639.992485549133,938.1379310344828,7.303523316062176,27.866666666666667,4937,28645,83569.0,0.0,69868.0,0.0
ID,2004,5.12032071277651,666.0398809523809,1151.7037037037037,6.7803589743589745,29.235294117647058,4937,28645,83569.0,0.0,75335.0,0.0
ID,2005,5.394295615712013,717.0804878048781,918.8493150684932,6.4264039408867,34.125,4937,28645,83569.0,0.0,74540.0,0.0
ID,2006,5.373672310914365,782.476,1151.6785714285713,6.8573076923076925,27.133333333333333,4937,28645,83569.0,0.0,75709.0,0.0
ID,2007,5.469098163041536,600.3781818181818,1107.5915492957747,7.120398009950248,32.92857142857143,4937,28645,83569.0,0.0,81937.0,0.0
ID,2008,5.4218585369197445,695.1,1855.5072463768115,6.02235,36.357142857142854,4937,28645,83569.0,0.0,88515.0,0.0
ID,2009,5.2230213360016755,662.9345029239767,1010.9,6.04450495049505,27.357142857142858,4937,28645,83569.0,0.0,85197.0,0.0
ID,2010,4.887071008871141,735.2694736842105,1144.7261904761904,6.382062780269059,55.86666666666667,4937,28645,83569.0,0.0,83326.0,0.0
ID,2011,5.1123662251520035,715.6505434782608,990.0714285714286,5.83215859030837,23.375,4937,28645,83569.0,0.0,82544.0,0.0
ID,2012,5.046753405263265,776.3129032258064,1053.6875,7.330941704035874,21.7,4937,28645,83569.0,0.0,89004.0,0.0
ID,2013,5.298090788620258,531.5777173913043,791.7413793103449,6.420414746543779,19.88235294117647,4937,28645,83569.0,0.0,104783.0,0.0
ID,2014,5.3199772499677405,768.7438502673797,1022.2549019607843,6.980995260663507,23.058823529411764,4937,28645,83569.0,0.0,92046.0,0.0
ID,2015,5.33649450611681,645.6947674418604,797.6774193548387,7.876027397260274,23.11111111111111,4937,28645,83569.0,0.0,104730.0,0.0
ID,2016,5.409258001008744,717.9644808743169,1115.6341463414635,7.1657918552036195,23.88888888888889,4937,28645,83569.0,0.0,106306.0,0.0
IL,1998,4.380486552047267,1123.4455445544554,258.0974358974359,12.759439252336449,37.4,573,3092,57914.0,0.0,957254.0,60.0
IL,1999,5.097085519008376,910.9635416666666,596.4869109947643,11.711009174311927,39.833333333333336,573,3092,57914.0,0.0,1004281.0,41.9
IL,2000,4.488134855921321,1006.3965174129353,850.9791666666666,10.97701923076923,39.46153846153846,573,3092,57914.0,0.0,1030604.0,21.2
IL,2001,4.803449207627568,993.4056074766355,153.79245283018867,11.525688073394495,38.88235294117647,573,3092,57914.0,45732365.0,951616.0,80.7
IL,2002,4.656409472320454,965.1891891891892,463.04186046511626,11.501525423728813,40.0,573,3092,57914.0,49266078.0,1049878.0,10.2
IL,2003,4.638315518627179,941.6947368421053,484.9947368421053,10.689811320754718,39.8235294117647,573,3092,57914.0,50180030.0,998486.0,118.6
IL,2004,4.487710971115987,996.1767772511848,418.3448275862069,11.207727272727272,39.88235294117647,573,3092,57914.0,54078089.0,953207.0,74.5
IL,2005,4.637689259534453,791.4467336683417,483.3011363636364,11.888454545454545,38.294117647058826,573,3092,57914.0,53821786.0,969642.0,0.0
IL,2006,4.360615029746997,1023.9588235294118,306.20574162679424,12.022857142857143,39.23529411764706,573,3092,57914.0,53938522.0,893997.0,47.8
IL,2007,4.659805704255421,946.8150627615063,636.5088495575221,11.887747747747747,38.529411764705884,573,3092,57914.0,56487860.0,965591.0,10.7
IL,2008,4.36823122990757,1260.0750943396226,836.9324324324324,10.1624,39.0625,573,3092,57914.0,57367771.0,1000501.0,10.5
IL,2009,4.158773197450721,1274.4562913907284,626.3177570093458,10.441926605504587,37.05882352941177,573,3092,57914.0,53670025.0,956068.0,3.8
IL,2010,4.806927315977641,1027.1659863945579,706.2692307692307,11.368482142857143,35.94117647058823,573,3092,57914.0,55382283.0,966678.0,0.0
IL,2011,4.276687286471179,1133.9469465648856,688.6037735849056,11.479272727272727,37.705882352941174,573,3092,57914.0,53681917.0,986867.0,0.0
IL,2012,5.152431967964636,746.7743421052631,382.2456140350877,12.790403225806452,37.22222222222222,573,3092,57914.0,48508526.0,940367.0,0.0
IL,2013,4.626513035086413,1052.6759615384615,855.0958904109589,10.238055555555556,37.5,573,3092,57914.0,51995713.0,1056826.0,0.0
IL,2014,4.469766358851839,1046.3877022653721,1090.2777777777778,9.286851851851852,40.333333333333336,573,3092,57914.0,51563181.0,1093931.0,0.0
IL,2015,4.51180732529106,1192.2672354948807,899.2816901408451,11.121333333333334,38.94444444444444,573,3092,57914.0,43445590.0,993548.0,0.0
IL,2016,4.80786191577683,1006.9009900990098,458.6896551724138,12.167525773195877,37.94444444444444,573,3092,57914.0,35430838.0,1024186.0,0.0
IN,1998,4.387580518540685,1150.681118881119,229.85616438356163,12.624923076923077,36.5,582,3132,36420.0,0.0,521748.0,77.4
IN,1999,5.008874301863547,891.5191780821917,613.9589041095891,11.7116,37.54545454545455,582,3132,36420.0,0.0,556932.0,0.0
IN,2000,4.400391645009412,1088.3901515151515,832.4710743801653,10.6859375,36.833333333333336,582,3132,36420.0,0.0,570558.0,0.0
IN,2001,4.598334793398629,1115.7294964028777,183.75193798449612,11.715479452054794,36.666666666666664,582,3132,36420.0,57397172.0,501711.0,87.3
IN,2002,4.418175586923512,1064.3578947368421,487.6136363636364,11.763857142857143,37.666666666666664,582,3132,36420.0,57691523.0,539034.0,0.0
IN,2003,4.2772609096651735,1186.9688,751.4954954954954,10.610793650793651,36.5,582,3132,36420.0,58493336.0,527037.0,14.4
IN,2004,4.201379671099162,1089.4543307086615,590.6283185840708,11.234545454545454,37.583333333333336,582,3132,36420.0,59458671.0,526701.0,17.1
IN,2005,4.31752873051165,1057.0689075630253,594.8108108108108,11.636617647058824,34.36363636363637,582,3132,36420.0,60010779.0,531111.0,13.7
IN,2006,4.207603315919083,1303.4983471074381,178.16101694915255,11.835373134328359,35.166666666666664,582,3132,36420.0,60582008.0,496303.0,91.2
IN,2007,4.500523059570437,1062.9269938650307,704.96,11.605,34.833333333333336,582,3132,36420.0,60755678.0,535796.0,65.4
IN,2008,4.270809876279198,1282.5555555555557,786.078947368421,10.445223880597014,36.25,582,3132,36420.0,61170877.0,551424.0,51.0
IN,2009,3.9522905795640977,1177.7748792270531,626.2016129032259,10.547972972972973,34.25,582,3132,36420.0,54448665.0,506944.0,21.2
IN,2010,4.634183170372754,960.2900900900901,830.9274193548387,11.317738095238095,32.583333333333336,582,3132,36420.0,56348421.0,573866.0,21.8
IN,2011,4.05565887700564,1391.7815315315315,879.7037037037037,11.705238095238094,34.833333333333336,582,3132,36420.0,52704007.0,630669.0,24.5
IN,2012,4.975610881427699,868.762660944206,572.3174603174604,12.848823529411765,33.416666666666664,582,3132,36420.0,46695557.0,649921.0,21.6
IN,2013,4.325837030574825,1159.2639269406393,751.2,10.6404,34.5,582,3132,36420.0,46670503.0,672751.0,17.2
IN,2014,4.296333556032854,1113.2205607476635,1203.9634146341464,9.7792,37.0,582,3132,36420.0,48582447.0,713416.0,0.0
IN,2015,4.303027145862235,1203.343661971831,781.3846153846154,11.28358024691358,35.833333333333336,582,3132,36420.0,39106209.0,718725.0,20.2
