State,Year,annual_average_dni,annual_average_precipitation,annual_average_snowfall,annual_average_temperature,annual_average_windspeed,annual_gdp,annual_revenue_of_electricity_providers,annual_subsidies,average_electricity_price,prime_supplier_residual_oil,total_coal_consumption,total_natural_gas_consumption,potential_hydro_cap,potential_hydro_gen,total_state_area,electricity_generated_from_biomass,electricity_generated_from_coal,electricity_generated_from_geothermal,electricity_generated_from_hydroelectrical,electricity_generated_from_natural_gas,electricity_generated_from_others,electricity_generated_from_other_gases,electricity_generated_from_petroleum,electricity_generated_from_pump_storage,electricity_generated_from_solar_and_photovoltaics,electricity_generated_from_wind,electricity_generated_from_wood_and_wood_derivatives,renewable_energy_percentage
IL,2012,5.152431968,746.7743421,382.245614,12.79040323,37.22222222,297816.1,17644072000,-1049.6,6.508,0,48508526,940367,573,3092,57914,615193,80826778,0,111206,11188977,299461,293590,71381,0,0,0,0,0.777674285
IL,2013,4.626513035,1052.675962,855.0958904,10.23805556,37.5,303966.8,19165619000,-1105.2,6.634,0,51995713,1056826,573,3092,57914,607987,87927140,0,120296,6827686,284644,355949,72432,0,0,0,0,0.75708136
IL,2014,4.469766359,1046.387702,1090.277778,9.286851852,40.33333333,313830.9,21987361000,-847.2,7.51,0,51563181,1093931,573,3092,57914,660930,87371062,0,123012,5549329,274879,293500,84832,0,0,0,0,0.830820692
IL,2015,4.511807325,1192.267235,899.2816901,11.12133333,38.94444444,311850.4,21131093000,-866.5,7.526,0,43445590,993548,573,3092,57914,526821,73773707,0,124460,10863881,248214,280061,56091,0,0,0,0,0.75842141
IL,2016,4.807861916,1006.90099,458.6896552,12.16752577,37.94444444,316545.6,21180568000,-1223.9,7.484,0,35430838,1024186,573,3092,57914,573287,59314587,0,128689,17415525,233827,281804,65166,0,0,0,0,0.899820587
RI,1998,4.520830242,1479.48,226,11.34,40,41920.3,659584000,-90.1,7.07,124.6,0,130751,13,73,1545,111155,0,0,8676,7476374,0,0,78306,0,0,0,0,1.561415444
RI,1999,4.895547176,1163.228571,919,11.41833333,41,43160.5,633320000,-94.4,6.09,94.9,0,118001,13,73,1545,114192,0,0,6050,6184600,0,0,72039,0,0,0,0,1.885592659
RI,2000,4.572000062,1267.514286,754,10.07666667,37.66666667,45252.1,759616000,-93.2,7.752,117.7,0,88419,13,73,1545,115239,0,0,4867,5791814,0,0,59625,0,0,0,0,2.011305282
RI,2001,4.972301904,1092.125,1026.333333,11.14333333,37,45904.3,950593000,-111.3,8.994,111.6,0,95607,13,73,1545,103616,0,0,3143,7325130,0,0,70003,0,0,0,0,1.423094334
RI,2002,4.684301802,1214.4125,715.3333333,10.98285714,37.66666667,47584.9,779414000,-115.6,7.3,99.8,0,87805,13,73,1545,97752,0,0,3684,6310420,0,0,57533,0,0,0,0,1.567937869
RI,2003,4.172830213,1324.877778,1538.6,9.69625,36.66666667,49348.1,877861000,-135.2,7.734,89.6,0,78456,13,73,1545,101768,0,0,6020,5454996,0,0,58359,0,0,0,0,1.917545951
RI,2004,4.308905696,1229.671429,823,9.552857143,36.66666667,51553.5,940100000,-141.3,8.004,0,0,72609,13,73,1545,101527,0,0,5460,4783906,0,0,48520,0,0,0,0,2.16598612
RI,2005,4.515849112,1478.144444,1987.6,10.02777778,36.66666667,52286,1059244000,-169.4,9.13,83.3,0,80764,13,73,1545,0,0,0,6736,5989392,0,0,57168,0,0,0,0,0.111278219
RI,2006,4.20452833,1446.655556,661.2,10.997,36.66666667,53492.4,1216112000,-168,10.548,53,0,77204,13,73,1545,148914,0,0,5908,5780228,0,0,32676,0,0,0,0,2.594321522
RI,2007,4.578113219,1128.355556,806.6,10.19333333,35,51994.2,1194275000,-181.9,10.282,46.7,0,87972,13,73,1545,154757,0,0,4364,6856771,0,0,33951,0,0,0,0,2.257085725
RI,2008,4.35192453,1400.866667,878,10.409,35.5,50412,1394626000,-170.4,11.662,24.1,0,89256,13,73,1545,158408,0,0,4977,7197547,0,0,26335,0,0,0,0,2.211711043
RI,2009,4.200226475,1402.31875,1334.5,9.871,34.66666667,50217.3,1327684000,-201.1,10.838,50.9,0,92743,13,73,1545,144601,0,0,4737,7530358,0,0,17132,0,0,0,0,1.940253829
RI,2010,4.655773514,1401.6875,741.5714286,11.057,35.33333333,51364.7,1403252000,-196.3,10.77,35.8,0,94110,13,73,1545,136950,0,0,3707,7583282,0,0,11659,0,0,0,0,1.818308035
RI,2011,4.472150972,1476.047059,1376,10.858,32.66666667,51262.8,1300781000,-210.4,10.068,21.8,0,100455,13,73,1545,127405,0,0,7409,8570903,0,0,13641,0,0,0,0,1.546145943
RI,2012,4.669358434,1076.675,756,11.544,31.66666667,51607.4,1282480000,-191.2,9.728,0,0,95476,13,73,1545,100515,0,0,4267,8185000,0,0,17875,0,0,0,0,1.261270175
RI,2013,4.647396153,1151.39375,1345.285714,10.27888889,33.33333333,51679,1394281000,-191,10.582,0,0,85537,13,73,1545,48130,0,0,4448,6139089,0,0,50541,0,0,0,0,0.84229811
RI,2014,4.568830259,1219.41875,1143.833333,9.81375,35.33333333,52005.5,1524708000,-183.7,11.758,0,0,88886,13,73,1545,207980,0,0,4053,5962429,0,0,95155,0,0,0,0,3.381913122
RI,2015,4.714415046,1072.266667,1998,10.14111111,34.66666667,52957.8,1757554000,-183,12.976,0,0,93886,13,73,1545,211237,0,0,3149,6585941,0,0,114272,0,0,0,0,3.100483484
RI,2016,5.155698139,1056.5625,925.7142857,11.03625,35.33333333,53030.2,1736714000,-197.4,12.65,0,0,85977,13,73,1545,205087,0,0,3071,6295502,0,0,31957,0,0,0,0,3.184978557
MN,1998,4.615338686,772.8,956.4173228,8.004018692,38.42857143,223846.7,3239046000,-1182.4,5.71,146.7,0,330513,516,2870,86936,770110,31806877,0,954643,1596032,0,0,667271,0,0,146852,432014,6.3331823
MN,1999,4.867608324,773.4376812,1011.456,7.156435644,39.72727273,231480.8,3343791000,-1642.3,5.83,144.6,0,344591,516,2870,86936,730621,30188125,0,1178933,1427272,0,0,700147,0,0,485692,493027,8.204431355
MN,2000,4.629113527,729.4787879,1307.46729,6.103877551,38.5,247296.8,3510679000,-1733.4,5.87,131.4,0,362025,516,2870,86936,797222,33748088,0,931383,1265021,0,0,474777,0,0,724524,522348,7.735873226
MN,2001,4.703316582,785.9757813,1193.377049,6.57185567,38.71428571,247001.6,3625622000,-1744.2,5.97,183.8,18427255,340911,516,2870,86936,505385,31819162,0,831616,1199577,281671,0,625056,0,0,897018,574711,7.646090852
MN,2002,4.765792129,775.4161538,935.4672131,6.156804124,39.46666667,252674.8,3603952000,-978.4,5.8,144.2,19087960,371583,516,2870,86936,503454,33920208,0,809084,1591953,332419,0,652789,0,0,905838,377392,6.639958313
MN,2003,4.794137685,577.7174603,1046.123894,5.734,39.4,263658.3,3790736000,-1340.6,6.01,181.1,20729391,371261,516,2870,86936,486314,35655528,0,814573,1844434,328937,0,873065,0,0,977759,656554,7.049471477
MN,2004,4.274194404,809.0526316,996.775,5.568715596,40,274834.1,3950079000,-1217.1,6.24,242.2,20070081,359898,516,2870,86936,332279,34000206,0,738311,1457584,292020,0,783452,0,0,812371,652400,6.489506938
MN,2005,4.475623697,830.2213675,1333.540541,6.295045045,38.2,282487.5,4366424000,-1870.6,6.61,261.9,20008194,367825,516,2870,86936,413283,32949845,0,774729,2707268,323519,0,776309,0,0,1582478,656348,8.527913714
MN,2006,4.471090711,631.8046154,689.8461538,7.085564516,38.63636364,282580.8,4661517000,-1304.1,6.98,202.1,19573452,352570,516,2870,86936,414268,33070453,0,571730,2560795,298321,0,494187,0,0,2054946,589671,9.064216737
MN,2007,4.480476758,802.9463087,1413.947368,6.16699187,39.58333333,283857.8,5075241000,-1222.3,7.44,168.3,19178426,388335,516,2870,86936,566372,32190373,0,653822,3842477,324896,0,404598,0,0,2638812,727456,11.09212682
MN,2008,4.590508213,711.9938931,1522.45614,4.492982456,37.5,286093.3,5357954000,-1332.3,7.79,178.7,18762636,425352,516,2870,86936,771043,31755254,0,727062,2865846,309341,0,231618,0,0,4354620,725220,15.75933007
MN,2009,4.278421724,708.3821705,1361.235772,4.973697479,35.75,276033.2,5209136000,-1368.2,8.14,92.7,17354920,394136,516,2870,86936,887304,29327228,0,809087,2846484,289600,0,65260,0,0,5053022,796331,18.8293769
MN,2010,4.629021252,915.5375,1280.757143,6.272877698,34.14285714,285746.3,5701194000,-1256.3,8.41,86.5,16581571,422968,516,2870,86936,915353,28082550,0,840408,4340846,257686,0,31057,0,0,4791724,932557,18.61068948
MN,2011,4.52717338,674.0153846,1142.322034,5.809064748,36,292275.1,5928515000,-1382.2,8.65,68.3,16514897,420770,516,2870,86936,932205,28258626,0,746147,3350773,314212,0,37909,0,0,6725697,748211,22.26080891
MN,2012,4.660403227,711.8868571,921.5322581,7.683546099,35.3125,296272.5,6025263000,-1407.3,8.86,91.2,13383973,422263,516,2870,86936,999216,22722775,0,561022,7088203,394370,0,29594,0,0,7615408,839245,24.88182001
MN,2013,4.301954613,799.7071429,1803.45,4.376102941,36.3125,303222.5,6458059000,-1500.1,9.41,77.6,13765383,467874,516,2870,86936,574245,23517798,0,511113,6301053,360853,0,27168,0,0,8258751,1035586,25.57421277
MN,2014,4.468253265,816.802924,1446.047059,3.897985612,40.625,312084,6540932000,-1312.9,9.52,68.9,16534437,474520,516,2870,86936,591262,28541906,0,519428,3865318,364328,0,59337,0,0,9060138,1112440,25.57743085
MN,2015,4.680219136,816.9281609,846.4444444,6.587857143,39.8,316863.3,6346338000,-1774.1,9.53,0,14458848,431315,516,2870,86936,628825,24697096,0,849053,7389439,389977,0,27941,0,0,9778845,1177195,27.66882226
MN,2016,4.623565526,964.8922156,1031.963964,7.363,39.25,321980,6645626000,-1545.7,9.99,0,13686469,449783,516,2870,86936,664768,23484309,0,884411,9018230,405465,0,30566,0,0,10636884,1141343,28.80606258
CT,1998,4.49693025,1247.266667,241.1333333,11.26777778,37.5,196175.1,2983159000,-381.6,10.3,285.3,0,131497,141,807,5543,2061079,3016247,0,448285,2257468,0,239,8665082,89,0,0,0,15.2564348
CT,1999,4.935526462,1300.542857,515.0588235,10.609,33.75,202264.4,2968057000,-394.6,9.96,122.3,0,152237,141,807,5543,2105977,1486067,0,421962,3601593,0,34831,8268315,2891,0,0,0,15.89553988
CT,2000,4.534071925,1210.811765,808.9230769,9.765833333,33,216293.1,2852294000,-391.3,9.52,117,0,159712,141,807,5543,2153135,3186096,0,526312,4062029,0,0,6679032,-4368,0,0,0,16.11276337
CT,2001,4.901733637,1001.145,1195.181818,10.69636364,30.14285714,219932.4,2938750000,-407.3,7.628,118.1,1623330,146278,141,807,5543,908925,3735782,0,286373,4088228,869139,0,5172934,0,0,0,0,7.936177964
CT,2002,4.638900603,1199.927273,745.7857143,11.01846154,32.125,219956.8,3047350000,-422.3,7.516,128,1507880,177587,141,807,5543,821348,3227203,0,335088,8868468,804321,0,2337885,-10201,0,0,0,6.996015408
CT,2003,4.068634229,1384.764706,1760.7,9.456428571,31.875,222125.2,3291158000,-475.2,7.844,309.9,2051412,154075,141,807,5543,785862,4200296,0,564417,5061614,792118,0,2062670,-18,0,0,0,10.02647294
CT,2004,4.268194574,1229.342857,878.6428571,9.823333333,32.28571429,236698.6,3378569000,-505,8.06,250.5,2132461,162642,141,807,5543,752361,4255073,0,462612,8107806,763175,0,1740113,7715,0,0,0,7.599596118
CT,2005,4.47135727,1319.930769,1868.5,9.819166667,31.71428571,242380.3,4082158000,-566.2,9.72,319.8,2070184,168067,141,807,5543,746020,3996492,0,478198,8863893,739952,0,3155843,-1653,0,0,0,6.800057512
CT,2006,4.239475718,1435.966667,962.3333333,10.69583333,31.71428571,251629.6,4917329000,-560.9,11.708,102.1,2244830,172682,141,807,5543,754776,4281518,0,543892,10484480,738599,0,1278834,0,0,0,0,7.182064427
CT,2007,4.550460935,1112.31,843.2142857,9.828823529,31.375,260993.1,7113456000,-623.1,12.694,138.7,1935600,180181,141,807,5543,728164,3738724,0,363260,9929559,725585,0,1311258,-15355,0,0,0,6.412350253
CT,2008,4.310156505,1499.611111,968.9090909,10.020625,30,259385,7468283000,-586.7,13.934,35.1,2221062,166801,141,807,5543,731882,4386607,0,556178,8069853,709734,0,513851,6791,0,0,0,8.646811303
CT,2009,4.147585624,1231.788235,1150.555556,9.272857143,30.14285714,248612.1,7545578000,-688.5,14.126,17.6,1196099,185056,141,807,5543,758109,2453497,0,509546,9809351,713453,0,298875,5385,0,0,0,8.75048872
CT,2010,4.594350945,1214.152941,911.8,10.74866667,31,247876.8,8077144000,-691.9,13.808,12.5,1365666,199426,141,807,5543,739246,2604398,0,390667,11715671,716562,0,408931,9492,0,0,0,6.870107128
CT,2011,4.369369962,1640.165385,2153.333333,10.45263158,27.875,242323.3,7865808000,-754.3,13.064,0,325472,230036,141,807,5543,658872,525806,0,567444,15188145,704868,0,165810,5604,0,0,0,6.914470361
CT,2012,4.6172854,999.4153846,837.75,11.32666667,27.75,244114.4,7505412000,-698.3,12.428,0,415027,229156,141,807,5543,665790,652888,0,312142,16537170,756487,0,111733,2716,0,0,0,5.150752726
CT,2013,4.592219882,1133.939286,1554.8,9.896363636,29,238621.4,7620686000,-672.3,12.532,0,418568,234475,141,807,5543,647803,680652,0,401930,15780298,711241,0,306052,-1051,0,0,0,5.660313301
CT,2014,4.509006371,1149.734783,1372.2,9.301578947,31.5,237700.4,7841035000,-673.6,13.634,0,499319,235859,141,807,5543,680881,824948,0,356948,14648833,625506,0,498877,6782,0,0,0,5.920899632
CT,2015,4.699585568,944.5111111,1711.8,9.955238095,31,245304.5,8135451000,-659.9,14.124,19,358722,254065,141,807,5543,597713,600469,0,302467,17362310,556469,0,436794,-3707,0,0,0,4.51566464
CT,2016,5.079830875,951.9090909,934.4,11.0265,32.71428571,245966.1,7770110000,-663.7,13.736,0,128303,247958,141,807,5543,631787,177371,0,285517,17808180,591473,0,99554,5587,0,0,0,4.70875512
MO,1998,4.657999324,1273.083226,139.1049383,14.00628866,40.5,85301.7,4198480000,-345.8,6.745,5.6,0,258652,2450,14145,69707,88884,62726176,0,2346585,1264810,0,0,321821,-77703,0,0,0,3.536441782
MO,1999,5.343568807,947.8013158,249.8156028,13.53827957,37.72222222,87641,4187381000,-487.2,4.2375,0,0,265798,2450,14145,69707,61467,61507298,0,1853065,1626808,0,0,293172,-112746,0,0,0,2.762244143
MO,2000,4.860790813,919.3490446,417.2097902,12.87425287,37.875,88089.1,4370246000,-512.1,6.02,0,0,284763,2450,14145,69707,82853,62903557,0,599920,2955141,0,0,252718,-192095,0,0,0,0.73673059
MO,2001,5.103787781,1108.443537,115.2384106,13.25228261,35.64705882,87345.8,4414434000,-1099.9,6.03,0,38585260,283793,2450,14145,69707,8797,65748684,0,1104134,3873561,53631,0,637685,-265860,0,0,0,1.190364639
MO,2002,5.001270712,1016.399286,320.013986,13.00356322,35.82352941,88354,4565227000,-537.2,6.09,2,39702714,275629,2450,14145,69707,8560,67434967,0,1356927,3543938,57642,0,529395,-159005,0,0,0,1.657883486
MO,2003,4.846961803,1027.145714,412.9130435,12.55337079,36.55555556,92036.3,4470188000,-626,6.02,2.4,43835068,262529,2450,14145,69707,8298,74211784,0,652477,2624352,123836,0,156913,-253991,0,0,0,0.524722327
MO,2004,4.720416313,1152.67482,199.5704225,12.77926316,37.17647059,93754.3,4494108000,-534.5,6.07,8,44379479,263945,2450,14145,69707,9441,75023557,0,1479912,2864851,110377,0,196161,115325,0,0,0,2.010884162
MO,2005,4.912602902,929.6125828,148.070922,13.55233645,35.11111111,95499.9,4959849000,-895.6,6.13,7.3,45765374,268040,2450,14145,69707,8598,77436558,0,1159326,3865946,69736,0,169173,85933,0,0,0,1.51440656
MO,2006,4.817876302,952.0703704,190.994012,13.77207921,37.23529412,97973.5,5169747000,-699.6,6.3,0,45602988,252697,2450,14145,69707,23877,77449604,0,199214,3729428,53799,0,61023,47552,0,0,0,0.331814711
MO,2007,4.874636041,1019.494426,260.1225166,13.26656863,34.875,100386.4,5614317000,-951.7,6.56,1,44094456,272536,2450,14145,69707,29189,75084153,0,1204327,4979379,36685,0,60402,383473,0,0,0,1.977300437
MO,2008,4.511537671,1445.635077,219.28125,11.85145631,37.33333333,104471.7,5768459000,-497.2,6.84,1,43710758,296058,2450,14145,69707,41100,73531659,0,2046773,5196137,24209,0,57422,545355,0,0,0,3.233229565
MO,2009,4.427095621,1312.594984,273.5935484,12.16351852,37.13333333,99784.7,5871973000,-670.7,7.35,0,42678220,264867,2450,14145,69707,73338,71611239,0,1816692,3416233,27422,0,87520,566713,0,0,0,3.165940321
MO,2010,4.995613397,1152.191471,460.2638037,12.85144068,33.23529412,100043.3,6698608000,-455.9,7.78,0,44692482,280181,2450,14145,69707,61988,75047228,0,1539347,4689868,32346,0,125894,887686,0,0,0,3.02123011
MO,2011,4.744156803,1154.385866,652.875,13.18944444,35.27777778,98765.3,7008476000,-483.1,8.32,0,46352927,272583,2450,14145,69707,62147,78315850,0,1185144,4548230,21385,0,79803,167298,0,0,0,1.676453422
MO,2012,5.440452888,786.996997,158.3076923,14.72276786,34.10526316,99616.3,7029475000,-434.1,8.53,0,42339591,255875,2450,14145,69707,53800,72775009,0,714268,6167164,19763,0,77763,33444,0,0,0,1.003882569
MO,2013,4.839637703,1161.809524,691.1944444,11.79480392,35.4375,99456.4,7538092000,-440.4,9.04,0,44462614,276967,2450,14145,69707,66337,76104818,0,1136427,4399628,16188,0,65476,296075,0,0,0,1.82596081
MO,2014,4.830289957,1008.628065,508.1857143,11.47383929,37.35294118,99501.2,7644407000,-398.4,9.11,0,43041079,297087,2450,14145,69707,66674,72746276,0,699766,3952304,26124,0,109319,18853,0,0,0,1.01172368
MO,2015,4.721697853,1418.133742,319.9259259,13.12869159,35.55555556,100013.6,7695601000,-376.3,9.44,0,38468326,267673,2450,14145,69707,99843,65325521,0,1595021,4596415,57564,0,98842,347749,0,0,0,2.832204593
MO,2016,5.200254153,1001.886728,121.1386139,13.92282828,35.52941176,100412.1,7660522000,-520.5,9.74,0,35593931,267170,2450,14145,69707,99388,60599427,0,1237399,6082303,9006,0,77108,179201,0,0,0,2.220127306
MS,1998,5.045821855,1489.698261,22.5042735,18.63138889,26.33333333,232133.8,2542743000,-716.5,5.98,424.2,0,241342,1112,6361,48432,685,11779543,0,0,6576972,0,0,5425222,0,0,0,1436106,5.697362669
MS,1999,5.748419893,1233.833019,0.682242991,18.29113636,26,238759.9,2485558000,-980.5,5.65,446.1,0,306733,1112,6361,48432,0,13042293,0,0,8792443,0,0,3145053,0,0,0,1436967,5.439604318
MS,2000,5.184579028,1123.368519,34.3,17.76789474,27.4,245259.5,2651567000,-1104.2,5.85,386.8,0,300652,1112,6361,48432,218,13877065,0,0,8381109,0,0,2981530,0,0,0,1680086,6.241840641
MS,2001,5.108226942,1686.84,8.342105263,17.58307692,24.55555556,243468.1,2774505000,-1254.9,6.26,394.2,8334032,332589,1112,6361,48432,0,19196064,0,0,17750550,147,0,5143689,0,0,0,1432116,3.290513707
MS,2002,4.729215216,1736.277778,5.611111111,17.67733333,27.5,246885.3,2835247000,-780.5,6.24,0,7868977,343890,1112,6361,48432,0,14853145,0,0,16971397,0,0,30301,0,0,0,936593,2.856212213
MS,2003,4.679859976,1549.955556,1.456140351,17.2787931,25.9,253103.3,2940416000,-972.9,6.46,172.2,9544509,265842,1112,6361,48432,7079,17082603,0,0,9477235,156,0,1631855,0,0,0,1015095,3.498915572
MS,2004,4.758349904,1696.515888,9.62962963,17.6793617,27,258558.8,3221402000,-861.5,7,293.2,9949509,282051,1112,6361,48432,3090,17477688,0,0,11618567,1541,0,2776859,0,0,0,1511357,4.535752414
MS,2005,5.105331929,1290.341379,0.274725275,17.63846154,26.875,263282.4,3459607000,-1143.9,7.54,102.3,9760392,301663,1112,6361,48432,5344,16635884,0,0,15360067,6949,0,1444848,0,0,0,1516353,4.351504578
MS,2006,5.192729609,1329.286555,6.557522124,18.3871875,27.4,264421,3911884000,-934.7,8.33,20.4,10377849,307305,1112,6361,48432,6481,18105333,0,0,15705849,15566,0,398709,0,0,0,1534602,4.308728214
MS,2007,4.910468732,1025.088785,3.611111111,18.31298246,23.54545455,264552.9,3864446000,-914.8,8.03,32.5,9894860,364067,1112,6361,48432,5019,17407325,0,0,21335173,7344,0,399371,0,0,0,1488350,3.674394998
MS,2008,4.973567353,1496.085714,25.76237624,17.54109091,25.6,271729.6,4288700000,-1056,8.99,0,9497095,355006,1112,6361,48432,5051,16683402,0,0,20607429,10040,0,76280,0,0,0,1386275,3.588807474
MS,2009,4.677206764,1718.7216,13.00909091,17.71571429,24.72727273,264872.5,4074123000,-1120.4,8.85,0,8423736,364323,1112,6361,48432,6961,12957663,0,0,23267300,12393,0,16599,0,0,0,1417320,3.780115927
MS,2010,5.469639503,1174.690511,40.91666667,17.54920635,24.2,269057.9,4270532000,-1025.9,8.59,0,8589035,438733,1112,6361,48432,992,13628998,0,0,29618920,8697,0,81500,0,0,0,1503279,3.354573952
MS,2011,5.234207858,1343.86015,67.1,17.91112903,26.44444444,266254.6,4330540000,-1135.9,8.78,0,6202862,433538,1112,6361,48432,3298,9723110,0,0,29965609,3016,0,36341,0,0,0,1502780,3.652501274
MS,2012,5.222176055,1529.493182,0,18.666,23.4,268861.9,4162529000,-1086.9,8.6,0,5240442,494016,1112,6361,48432,16442,7211973,0,0,38549892,24,0,17083,0,0,0,1492745,3.191469137
MS,2013,4.821855756,1646.448667,15.49122807,17.35303571,24.81818182,271475.9,4445266000,-1243.4,9.11,0,5866878,420594,1112,6361,48432,15173,8701297,0,0,31776888,5203,0,13983,0,0,0,1433212,3.45299534
MS,2014,5.053896089,1505.392517,23.58,16.93220339,26.36363636,272786.8,4743652000,-1279.2,9.6,0,6550473,427584,1112,6361,48432,15452,10729398,0,0,32471582,3732,0,14326,0,0,0,1478589,3.341395926
MS,2015,4.690848326,1568.11145,49.7755102,18.50425926,26.88888889,276316.7,4642633000,-974.2,9.53,0,4830015,521355,1112,6361,48432,13455,6399605,0,0,45116944,6066,0,14130,0,0,0,1493076,2.840192223
MS,2016,5.375363765,1430.425373,3,18.88053571,25.90909091,276210.9,4253328000,-1138.8,8.67,0,4521573,544464,1112,6361,48432,13673,5342021,0,0,50149851,5587,0,17448,0,0,0,1479741,2.61964214
SD,1998,5.093446331,660.6656934,1069.459677,8.561495327,42.8,26511.1,489394000,-437.9,6.26,0,0,33042,112,633,77116,0,3094113,0,5757600,210726,0,0,26551,0,0,0,0,63.34697255
SD,1999,5.534199368,559.5553333,687.826087,8.935583333,47.84615385,27510.9,503007000,-747.6,6.35,0,0,35794,112,633,77116,0,3674400,0,6677303,181205,0,0,24119,0,0,0,0,63.24984297
SD,2000,5.273171641,499.8933333,1101.195122,7.875446429,47.8125,29399.2,523468000,-759,6.32,0,0,37939,112,633,77116,0,3670576,0,5715508,259039,0,0,52214,0,0,0,0,58.93894375
SD,2001,5.44968237,536.5221374,1131.142857,8.226272727,46.5,29631.8,547997000,-752.8,6.35,0,2211605,37077,112,633,77116,0,3611680,0,3431865,304801,0,0,51526,0,0,871,0,46.38366715
SD,2002,5.410285249,393.2322835,807.4642857,7.916,48.8125,32767.8,559851000,-411.8,6.26,0,2050883,41577,112,633,77116,0,3271523,0,4353653,85778,0,0,4961,0,0,6043,0,56.45842674
SD,2003,5.158809063,455.1349315,995.752,7.965471698,47.3125,33381.1,576993000,-611.4,6.35,0,2173733,43881,112,633,77116,0,3431203,0,4276303,176024,0,0,16058,0,0,44249,0,54.38872928
SD,2004,5.12767355,543.7058824,537.5645161,7.982264151,47.875,34383.5,593670000,-505.6,6.44,0,2327955,41679,112,633,77116,0,3620001,0,3597509,112256,0,0,22772,0,0,157678,0,50.0010519
SD,2005,5.261541886,546.6935714,922.6410256,8.577745098,47.66666667,35781.6,647787000,-875.1,6.6,0,1880136,42555,112,633,77116,0,2996347,0,3074566,270948,0,0,20785,0,0,158104,0,49.57512556
SD,2006,5.084676248,431.0087838,789.3014706,8.948347107,45.64285714,36393.5,673903000,-535,6.7,4.9,2063543,40739,112,633,77116,0,3315910,0,3396833,265817,0,0,4660,0,0,148965,0,49.71545186
SD,2007,5.106096413,614.7248322,951.8970588,8.262881356,46.93333333,38204.1,730394000,-531.5,6.89,3.6,1690652,53938,112,633,77116,0,2655333,0,2917283,351041,0,0,62901,0,0,150018,0,49.98391611
SD,2008,5.129683511,638.2986928,1337.664234,6.5672,46.46666667,39454.1,783511000,-698.2,7.14,2.9,2359357,65258,112,633,77116,0,3660481,0,2993107,228571,0,0,23174,0,0,145136,0,44.51112401
SD,2009,4.772618205,612.9323864,1664.385246,6.453245614,43.92307692,39891.4,813190000,-621.9,7.39,3.8,2106637,66185,112,633,77116,0,3217354,0,4432451,80334,0,0,8321,0,0,420981,0,59.48240817
SD,2010,5.029042529,657.9489247,1080.963504,7.350084746,43.07692308,40367.3,888325000,-701.4,7.82,2.2,2163853,72563,112,633,77116,0,3298254,0,5238801,134706,0,0,6124,0,0,1371751,0,65.77901926
SD,2011,5.04899191,581.1612676,1541.073171,7.14575,44.5,42947.2,939840000,-715.7,8.05,0.9,1767952,73605,112,633,77116,0,2585566,0,6608164,129313,0,0,7544,0,0,2668301,0,77.31103916
SD,2012,5.482745929,387.4221557,737.8983051,9.544732143,45.25,43550.7,996281000,-795.8,8.49,0.8,1950142,70238,112,633,77116,0,2918756,0,5980964,214102,0,0,5719,0,0,2914665,0,73.91953403
SD,2013,4.96564539,647.4628866,1639.017699,6.74825,45.33333333,43737.7,1081439000,-884.6,8.86,0.7,1847073,81986,112,633,77116,0,2849383,0,4062608,502200,0,0,6995,0,0,2687699,0,66.77597974
SD,2014,5.080553973,538.7505155,992.984375,6.509747899,50.07692308,44449.7,1118180000,-1015.4,9.05,0,1780371,80613,112,633,77116,0,2689411,0,5499657,416767,0,0,8069,0,0,2916319,0,72.99057442
SD,2015,5.24475588,607.3554974,892.8955224,8.609416667,46.53333333,45371.8,1146220000,-901.7,9.47,0,989978,79099,112,633,77116,0,1495080,0,4850486,772755,0,0,17204,0,0,2497514,0,76.27914721
SD,2016,5.491768534,557.4920398,906.0227273,9.024224138,47.85714286,45733.6,1192776000,-993.9,9.83,0,1402810,80513,112,633,77116,0,2082680,0,4134463,997231,0,0,3511,0,0,3144957,0,70.24540179
TN,1998,4.631087654,1480.07234,72.4673913,15.56277778,27,223901.3,5155372000,-404.5,5.62,20.9,0,279070,869,4908,42144,52293,56832939,0,10806028,857863,96856,15845,706174,-622336,0,0,595252,15.62026858
TN,1999,5.364112367,1188.320192,76.54736842,15.12205128,26,230731.6,5241811000,-497.3,5.63,13.5,0,278841,869,4908,42144,38748,56878038,0,7801957,693206,112832,14451,515575,-651676,0,0,689781,11.9208093
TN,2000,4.781923393,1160.479412,154.6145833,14.33467532,26,233697.5,5346272000,-558.7,5.58,14.9,0,270658,869,4908,42144,38805,62219510,0,6396209,648771,105035,13833,562170,-731451,0,0,760844,9.233056672
TN,2001,4.982726823,1376.091892,50.60377358,14.36909091,23.875,232785.7,5369639000,-699.9,5.59,118.2,24487231,255990,869,4908,42144,42597,59730032,0,6946529,455503,6621,18496,400064,-733724,0,0,779427,10.39954516
TN,2002,4.552776149,1508.737815,62.63106796,14.65791667,25.88888889,240535.8,5616040000,-523.8,5.72,20.3,24629777,255515,869,4908,42144,45270,59705681,0,7973662,469574,5549,11872,269613,-695843,0,0,750893,11.78059717
TN,2003,4.421290234,1602.694915,245.6176471,14.04728261,25.66666667,247175.6,5686928000,-591.2,5.84,22.4,23189447,257315,869,4908,42144,58921,54921297,0,12003646,626987,7453,2835,405810,-728649,0,0,766982,17.77837342
