STATE,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
TN,45000.0,38926.0,79537.0,68236.0,111676.0,158063.0,127473.0,115440.0,96856.0,112832.0,105035.0,6621.0,5549.0,7453.0,5799.0,8599.0,4637.0,2520.0,7916.0,786.0,2585.0,1102.0,551.0,551.0,14037.0,20659.0,16827.0,20791.0,9821.0,4537.0,4517.0
TX,488731.0,705801.0,324978.0,401130.0,239260.0,789563.0,572508.0,404237.0,553334.0,895076.0,1568040.0,1447233.0,1957186.0,484320.0,744556.0,890313.0,989208.0,884931.0,568906.0,310169.0,339016.0,318949.0,297798.0,272140.0,439514.0,734325.0,702918.0,531574.0,96141.0,503168.0,236854.0
VA,0.0,0.0,484.0,0.0,3291.0,5366.0,0.0,0.0,0.0,0.0,0.0,396807.0,446922.0,452937.0,488022.0,478834.0,491019.0,476945.0,434206.0,420043.0,414121.0,470240.0,396690.0,474766.0,497693.0,461552.0,454540.0,213323.0,471226.0,558318.0,321862.0
WA,3750.0,3.0,1.0,7.0,31282.0,179.0,1952.0,0.0,1541.0,44.0,0.0,66051.0,64218.0,56006.0,66864.0,64822.0,62185.0,62371.0,56378.0,58955.0,62258.0,159915.0,146911.0,129102.0,140700.0,99716.0,62560.0,56698.0,60342.0,66501.0,41341.0
WI,0.0,0.0,0.0,0.0,0.0,584.0,445.0,0.0,0.0,0.0,0.0,162695.0,145539.0,169550.0,113612.0,119182.0,109949.0,104297.0,74360.0,65042.0,63455.0,54210.0,79893.0,66019.0,53299.0,62530.0,57756.0,54745.0,32009.0,47358.0,25995.0
WV,11207.0,198.0,50.0,36.0,204.0,214.0,216.0,231.0,215.0,195.0,196.0,10809.0,16769.0,17052.0,12753.0,11215.0,6478.0,472.0,2200.0,465.0,617.0,47.0,0.0,0.0,0.0,0.0,-7092.0,-13746.0,-11348.0,-6301.0,-9249.0
WY,45396.0,47491.0,45396.0,42843.0,54746.0,54746.0,59691.0,72889.0,77316.0,74065.0,76571.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247700.0,255033.0,278222.0,288615.0,293560.0,304636.0,286551.0,285645.0,255893.0,269907.0,298562.0,296498.0,302712.0,313218.0,317935.0,324539.0,324435.0,326400.0,328759.0,159843.0
MN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281671.0,332419.0,328937.0,292020.0,323519.0,298321.0,324896.0,309341.0,289600.0,257686.0,314212.0,394370.0,360853.0,364328.0,389977.0,405465.0,396232.0,405719.0,354279.0,211667.0
MO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53631.0,57642.0,123836.0,110377.0,69736.0,53799.0,36685.0,24209.0,27422.0,32346.0,21385.0,19763.0,16188.0,26124.0,57564.0,9006.0,3654.0,764.0,0.0,0.0
MS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,0.0,156.0,1541.0,6949.0,15566.0,7344.0,10040.0,12393.0,8697.0,3016.0,24.0,5203.0,3732.0,6066.0,5587.0,1855.0,0.0,0.0,0.0
NH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59081.0,60103.0,60361.0,62916.0,58462.0,59318.0,58563.0,58066.0,57915.0,56896.0,63823.0,65513.0,60978.0,64442.0,49720.0,54444.0,48685.0,47677.0,54641.0,31739.0
NY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,809302.0,815445.0,842743.0,884377.0,970907.0,976638.0,932292.0,987365.0,877433.0,831851.0,905188.0,968133.0,883826.0,990832.0,918816.0,910869.0,903476.0,895779.0,965454.0,575175.0
OR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37585.0,38129.0,40571.0,41580.0,40478.0,40320.0,38483.0,44041.0,46609.0,46828.0,51325.0,50359.0,34745.0,36950.0,41833.0,46968.0,39246.0,34094.0,35773.0,23818.0
UT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4148.0,4928.0,4158.0,3128.0,3102.0,4838.0,4678.0,142742.0,186995.0,173636.0,164703.0,133009.0,160864.0,118949.0,105733.0,175374.0,122049.0,231086.0,202645.0,76245.0
