STATE,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
MO,7998039.0,9979371.0,8083975.0,8381333.0,10006491.0,8241833.0,8890377.0,8954604.0,8516773.0,8586646.0,9991845.0,8384240.0,8389629.0,9699589.0,7830693.0,8030577.0,10116660.0,9371955.0,9378629.0,10247116.0,8996033.0,9371323.0,10718329.0,8367103.0,9276356.0,10440082.0,9430179.0,8304127.0,10655279.0,9189863.0,6101804.0
MS,7422131.0,9132933.0,8173763.0,7903547.0,9614699.0,8013321.0,9224593.0,10812562.0,9190528.0,8428216.0,10694555.0,9923882.0,10059459.0,10902456.0,10232766.0,10077846.0,10418586.0,9358784.0,9396790.0,10998515.0,9643241.0,10336789.0,7296134.0,10864509.0,10151268.0,11714588.0,5897272.0,7364648.0,6919470.0,11032514.0,3480695.0
NC,25905319.0,30312425.0,22753813.0,23758927.0,32346007.0,35910195.0,33718182.0,32453074.0,38778211.0,37523504.0,39126881.0,37775025.0,39626849.0,40906900.0,40090623.0,39981739.0,39963184.0,40044705.0,39776280.0,40847711.0,40739529.0,40526834.0,39385592.0,40241737.0,40967020.0,42096761.0,42786087.0,42374264.0,42076949.0,41915605.0,24909053.0
NE,7511298.0,8047662.0,8748468.0,6805133.0,6345330.0,7485448.0,9456814.0,9268857.0,8258803.0,10091092.0,8628679.0,8726113.0,10122242.0,7996902.0,10241254.0,8801841.0,9002656.0,11041532.0,9479039.0,9435142.0,11054337.0,6933174.0,5801578.0,6865367.0,10101838.0,10324728.0,9350591.0,6912737.0,5632140.0,6951600.0,4040349.0
NH,4080691.0,6787851.0,7868653.0,9046805.0,6203747.0,8379376.0,9844744.0,7979448.0,8387023.0,8676237.0,7921880.0,8692743.0,9294617.0,9276288.0,10177573.0,9455885.0,9397856.0,10763884.0,9350314.0,8816673.0,10910055.0,8362807.0,8189181.0,10926725.0,10168265.0,9484204.0,10761163.0,9990704.0,10061696.0,10906923.0,5285991.0
NJ,23770387.0,24806606.0,21595097.0,24932240.0,22129335.0,16805517.0,11027886.0,13908074.0,27132139.0,28970893.0,28578119.0,30469230.0,30865675.0,29709201.0,27081566.0,31391685.0,32567885.0,32010376.0,32194798.0,34327954.0,32771305.0,33606447.0,33110224.0,33379688.0,31507121.0,33261760.0,29885187.0,34032698.0,31982106.0,26637324.0,16056113.0
NY,23623356.0,28448293.0,24154932.0,26889261.0,29231434.0,26336172.0,35225806.0,29569618.0,31313708.0,37018540.0,31507988.0,40394985.0,39617491.0,40679205.0,40640305.0,42443152.0,42223899.0,42452854.0,43209171.0,43484614.0,41869535.0,42695009.0,40774560.0,44755606.0,43038624.0,44602871.0,41570990.0,42167409.0,42919011.0,44865018.0,23067274.0
OH,10663897.0,14832789.0,14805499.0,10010661.0,10952247.0,16768050.0,13919390.0,15330830.0,16475732.0,16422010.0,16781378.0,15463762.0,10864902.0,8475016.0,15950121.0,14802733.0,16846939.0,15764049.0,17513878.0,15206084.0,15804803.0,14889746.0,17086998.0,16121250.0,16284440.0,17376736.0,16817386.0,17687789.0,18315007.0,17010561.0,10276830.0
OR,6073796.0,1465368.0,4572587.0,-21276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PA,57787051.0,57475671.0,60132729.0,59330534.0,67206815.0,66461535.0,68672038.0,67654588.0,61149224.0,71127449.0,73771347.0,73730797.0,76088930.0,74360862.0,77458632.0,76289432.0,75297632.0,77376316.0,78658093.0,77327686.0,77828348.0,76146617.0,75174408.0,78714031.0,78714659.0,80516752.0,82924011.0,83199832.0,83470026.0,83229652.0,43962416.0
SC,42880669.0,43108073.0,45536530.0,46188884.0,44466176.0,49173476.0,43571032.0,44915514.0,48759447.0,50813559.0,50887700.0,49869998.0,53325854.0,50417690.0,51200640.0,53137554.0,50797372.0,53199914.0,51762950.0,52149734.0,51988079.0,52902576.0,51145302.0,54251968.0,52418553.0,53156320.0,55825916.0,54344554.0,52716469.0,56103043.0,31847011.0
TN,14002591.0,16586744.0,15653580.0,3304836.0,11932352.0,15708421.0,22924239.0,24647994.0,28387543.0,27227225.0,25824858.0,28576431.0,27573925.0,24152580.0,28612271.0,27803108.0,24678777.0,28700371.0,27029617.0,26962001.0,27739221.0,26919177.0,25102101.0,28493814.0,27670006.0,24960472.0,29578086.0,31817502.0,36176382.0,35720405.0,20942907.0
TX,15859258.0,19799867.0,24496392.0,12406774.0,28745474.0,36151325.0,35766550.0,37357647.0,38685129.0,36759899.0,37555807.0,38162863.0,35618004.0,33437484.0,40435372.0,38232493.0,41264278.0,40955030.0,40727370.0,41497617.0,41335248.0,39648457.0,38441017.0,38314996.0,39287443.0,39354677.0,42079445.0,38581401.0,41185739.0,41298007.0,23834293.0
VA,23820152.0,23886268.0,23334340.0,22688763.0,25428856.0,25134831.0,26286283.0,27084059.0,27234399.0,28300643.0,28321091.0,25759130.0,27346163.0,24816022.0,28315294.0,27918481.0,27593516.0,27268475.0,27930764.0,28212252.0,26571899.0,25547997.0,28723390.0,29326231.0,30220977.0,28060358.0,29731895.0,30553734.0,29251668.0,29497516.0,17628159.0
VT,3616268.0,4108314.0,3734594.0,3372148.0,4315544.0,3858509.0,3798790.0,4266866.0,3357696.0,4059107.0,4548065.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WA,5742027.0,4229868.0,5692379.0,7134966.0,6739749.0,6941878.0,5588000.0,6244135.0,6916065.0,6085893.0,8605232.0,8250429.0,9048475.0,7614708.0,8981583.0,8242273.0,9328277.0,8108560.0,9269639.0,6634014.0,9241133.0,4806278.0,9333709.0,8460890.0,9497321.0,8160912.0,9625622.0,8128259.0,9708441.0,8866499.0,5249524.0
WI,11225913.0,10991419.0,11207185.0,11464574.0,11516469.0,10969606.0,10121355.0,3915871.0,9397174.0,11494764.0,11512078.0,11507078.0,12448813.0,12215463.0,11887849.0,9920991.0,12233515.0,12910319.0,12154510.0,12683151.0,13280939.0,11559781.0,14299595.0,11675194.0,9447096.0,10008183.0,10151394.0,9648979.0,10129122.0,10030305.0,5788281.0
