STATE,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
MI,310842.0,504978.0,330502.0,487404.0,543202.0,681537.0,907548.0,941632.0,1002090.0,979381.0,1098785.0,661120.0,745126.0,727315.0,689936.0,716561.0,736822.0,721821.0,739534.0,834011.0,802376.0,827245.0,956227.0,987689.0,1060639.0,1038263.0,1027258.0,977656.0,974044.0,832946.0,481173.0
MN,484811.0,439811.0,525005.0,526975.0,620867.0,713775.0,697685.0,731551.0,770110.0,730621.0,797222.0,505385.0,503454.0,486314.0,332279.0,413283.0,414268.0,566372.0,771043.0,887304.0,915353.0,932205.0,999216.0,574245.0,591262.0,628825.0,664768.0,663642.0,584866.0,381193.0,226800.0
MO,0.0,0.0,85.0,2248.0,6915.0,25478.0,35814.0,53044.0,88884.0,61467.0,82853.0,8797.0,8560.0,8298.0,9441.0,8598.0,23877.0,29189.0,41100.0,73338.0,61988.0,62147.0,53800.0,66337.0,66674.0,99843.0,99388.0,87666.0,103914.0,64007.0,38103.0
MS,0.0,0.0,0.0,0.0,0.0,847.0,1919.0,982.0,685.0,0.0,218.0,0.0,0.0,7079.0,3090.0,5344.0,6481.0,5019.0,5051.0,6961.0,992.0,3298.0,16442.0,15173.0,15452.0,13455.0,13673.0,12977.0,15517.0,15539.0,8961.0
NC,26270.0,44128.0,30506.0,42505.0,45025.0,54779.0,55907.0,78571.0,88422.0,92654.0,109376.0,108962.0,103448.0,114057.0,112166.0,98441.0,91739.0,86844.0,120482.0,131491.0,195310.0,375215.0,302342.0,410295.0,396027.0,544025.0,576402.0,557022.0,615479.0,570766.0,312203.0
ND,0.0,0.0,0.0,0.0,13583.0,21959.0,7879.0,4139.0,1524.0,5564.0,7975.0,7665.0,411.0,602.0,5604.0,9991.0,3544.0,13507.0,12926.0,11573.0,12386.0,9861.0,5543.0,5482.0,10280.0,3594.0,11203.0,6161.0,3849.0,2572.0,1484.0
NE,0.0,0.0,6435.0,5750.0,9332.0,16268.0,11534.0,16994.0,17593.0,16202.0,16514.0,16663.0,12993.0,56443.0,39516.0,42646.0,52014.0,61259.0,60928.0,66193.0,71508.0,65421.0,63131.0,67278.0,67733.0,70954.0,94200.0,95131.0,93182.0,78595.0,49463.0
NH,147524.0,141432.0,164099.0,167871.0,153844.0,175308.0,181397.0,192804.0,233805.0,240767.0,244270.0,166852.0,165188.0,158519.0,155184.0,156166.0,156398.0,152816.0,155024.0,151277.0,126773.0,108060.0,137291.0,137288.0,147655.0,118649.0,121619.0,140230.0,145173.0,129325.0,72292.0
NJ,246058.0,804765.0,904189.0,943977.0,1135382.0,1221856.0,1013235.0,1173176.0,1310817.0,1365251.0,1364314.0,843632.0,847201.0,906772.0,805832.0,874903.0,900793.0,823167.0,881735.0,928206.0,816316.0,876110.0,964823.0,998833.0,1022322.0,945693.0,967049.0,938024.0,956744.0,804546.0,447023.0
NM,14128.0,14128.0,14128.0,11816.0,10802.0,9053.0,9874.0,6212.0,9206.0,11013.0,8464.0,18652.0,19408.0,0.0,0.0,4648.0,21885.0,15994.0,18886.0,33664.0,13679.0,9426.0,14266.0,18517.0,18014.0,19573.0,17663.0,18009.0,20264.0,17375.0,6386.0
NY,1568979.0,1660364.0,1738485.0,1724963.0,1904068.0,1969440.0,2144488.0,2107261.0,2180546.0,2257728.0,2231612.0,1277847.0,1313824.0,1282724.0,1298097.0,1357739.0,1419441.0,1449346.0,1512859.0,1664816.0,1671090.0,1619149.0,1660351.0,1674042.0,1706031.0,1624772.0,1634575.0,1614926.0,1656914.0,1429142.0,834572.0
OH,304285.0,324478.0,349113.0,99045.0,28830.0,21860.0,5829.0,94.0,241.0,0.0,26849.0,27888.0,25241.0,33302.0,30069.0,26760.0,34123.0,21017.0,190174.0,209609.0,275854.0,331756.0,365613.0,474465.0,445046.0,472855.0,485906.0,452605.0,453024.0,455594.0,251133.0
OK,1780.0,0.0,1832.0,0.0,0.0,1658.0,1788.0,1827.0,1980.0,1603.0,2431.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR,90487.0,91428.0,93795.0,95238.0,95930.0,79600.0,63514.0,90571.0,92626.0,92410.0,95300.0,49823.0,48546.0,85064.0,86136.0,98043.0,98976.0,138733.0,130748.0,128332.0,204931.0,222256.0,231589.0,293889.0,294399.0,368527.0,361961.0,351877.0,356621.0,336461.0,202561.0
PA,300109.0,670825.0,1252363.0,1425981.0,1428098.0,1649492.0,1749213.0,1793284.0,1893649.0,2038376.0,2028662.0,1288285.0,1238439.0,1250669.0,1289490.0,1357703.0,1428709.0,1456610.0,1416200.0,1579336.0,1708355.0,1653446.0,1764727.0,1846840.0,1833298.0,1934118.0,1922442.0,1938122.0,1873110.0,1675140.0,959612.0
RI,34756.0,72155.0,63834.0,74798.0,75683.0,79729.0,94241.0,104590.0,111155.0,114192.0,115239.0,103616.0,97752.0,101768.0,101527.0,0.0,148914.0,154757.0,158408.0,144601.0,136950.0,127405.0,100515.0,48130.0,207980.0,211237.0,205087.0,203691.0,211030.0,207790.0,124107.0
SC,49561.0,59411.0,63812.0,62125.0,55431.0,67368.0,77834.0,67500.0,62332.0,60577.0,68681.0,28045.0,15522.0,51685.0,68964.0,87659.0,106053.0,100601.0,119759.0,137256.0,130998.0,141093.0,202521.0,212896.0,208073.0,186386.0,175289.0,184992.0,195675.0,142650.0,84432.0
TN,44919.0,36354.0,54764.0,61659.0,66458.0,58704.0,60037.0,60910.0,52293.0,38748.0,38805.0,42597.0,45270.0,58921.0,41803.0,68192.0,58183.0,52479.0,35900.0,36299.0,33123.0,36179.0,62205.0,85033.0,84501.0,81768.0,83912.0,88573.0,94757.0,80466.0,46321.0
TX,333132.0,330029.0,340652.0,368232.0,388273.0,74760.0,82732.0,88899.0,94345.0,74465.0,126174.0,95828.0,245686.0,359726.0,251780.0,246705.0,255701.0,367066.0,438474.0,429076.0,545137.0,678127.0,700276.0,730230.0,777506.0,783647.0,827708.0,669365.0,623355.0,497487.0,283775.0
UT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8169.0,9110.0,5494.0,6269.0,5082.0,3822.0,3948.0,14867.0,31032.0,23688.0,47878.0,56339.0,58006.0,59557.0,70926.0,71040.0,85134.0,84214.0,73283.0,80921.0,67925.0,42632.0
VA,620794.0,701129.0,759914.0,431533.0,655292.0,698833.0,900988.0,1055393.0,1061374.0,1073438.0,466931.0,598968.0,663351.0,673813.0,699236.0,695204.0,678409.0,773245.0,782172.0,709202.0,815344.0,789638.0,922654.0,959726.0,1002069.0,1103031.0,1119192.0,848150.0,1200186.0,1073389.0,623600.0
WA,6499.0,46633.0,172810.0,214990.0,224804.0,197288.0,167369.0,222483.0,211461.0,206823.0,250667.0,156237.0,181441.0,181900.0,185445.0,190390.0,184014.0,176351.0,167882.0,167022.0,196370.0,168872.0,238990.0,283904.0,251124.0,298947.0,269354.0,331303.0,228243.0,132244.0,79035.0
WI,149770.0,135688.0,162325.0,170587.0,208344.0,233121.0,255021.0,334682.0,369618.0,280684.0,310032.0,324576.0,324467.0,370699.0,405443.0,348759.0,390385.0,435157.0,491753.0,519174.0,507859.0,545413.0,516726.0,484340.0,496820.0,571058.0,583049.0,598909.0,579761.0,516821.0,285961.0
WV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
