State,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
SC,3.073170731707317,6.217948717948718,71.45333333333333,1.0394736842105263,53.054054054054056,27.55072463768116,56.292307692307695,4.338983050847458,2.567901234567901,11.025974025974026,7.05,24.191011235955056,81.30952380952381,94.25,0.0,5.9,98.44444444444444,19.35,20.576923076923077
SD,1069.4596774193549,687.8260869565217,1101.1951219512196,1131.142857142857,807.4642857142857,995.752,537.5645161290323,922.6410256410256,789.3014705882352,951.8970588235294,1337.6642335766423,1664.3852459016393,1080.963503649635,1541.0731707317073,737.8983050847457,1639.0176991150443,992.984375,892.8955223880597,906.0227272727273
TN,72.46739130434783,76.54736842105264,154.61458333333334,50.60377358490566,62.63106796116505,245.61764705882354,127.86725663716814,40.34513274336283,105.06557377049181,56.48412698412698,95.47101449275362,106.1958041958042,301.40845070422534,246.71052631578948,16.45,157.97435897435898,252.69387755102042,250.26315789473685,148.2929292929293
TX,22.86140350877193,29.42513863216266,50.87269372693727,51.98275862068966,29.902857142857144,8.228033472803347,65.0964360587002,24.089613034623216,23.565656565656564,64.02213279678068,12.021194605009635,48.00694444444444,91.91522157996147,88.29761904761905,43.74050632911393,125.85082872928177,69.5060975609756,222.35099337748343,11.683397683397683
UT,1426.6691729323309,1069.2589928057555,1253.576923076923,1449.7435897435898,885.6037735849056,1109.36,957.4485981308411,1215.3076923076924,1301.7070707070707,940.3846153846154,1635.8588235294117,1309.1685393258426,1770.1826923076924,1110.8181818181818,1007.4545454545455,1110.482142857143,801.8888888888889,956.5633802816901,1155.0
VT,1797.9705882352941,2064.9285714285716,3094.9375,2914.2571428571428,2981.1071428571427,2945.3870967741937,1676.0,2743.5185185185187,1536.9117647058824,3540.0,3021.342105263158,2156.7105263157896,2181.1388888888887,3309.0,1924.0588235294117,2415.8947368421054,2957.9375,2049.2,1869.7619047619048
VA,212.89743589743588,297.3362831858407,443.1517857142857,140.56410256410257,284.5603448275862,694.311320754717,270.0695652173913,356.07207207207205,175.73170731707316,197.0,138.74358974358975,531.2809917355372,855.1769911504425,246.57142857142858,242.97368421052633,388.80434782608694,673.4666666666667,492.9166666666667,519.9866666666667
WA,852.0,683.1322314049587,739.4226804123712,761.3960396039604,757.7920792079208,525.5154639175257,647.5909090909091,552.7159090909091,853.6222222222223,674.3720930232558,1243.121951219512,600.8382352941177,511.7889908256881,551.3703703703703,1234.551724137931,390.75757575757575,821.7142857142857,547.3428571428572,723.1666666666666
WV,620.6086956521739,986.9010989010989,790.9673913043479,614.5955056179776,734.8409090909091,1802.48,785.3013698630137,1005.2808988764045,539.5894736842105,935.421052631579,798.0123456790124,1170.6941176470589,1996.3456790123457,1017.2,819.304347826087,1248.6923076923076,1450.3214285714287,1113.5121951219512,1224.54
WI,1013.7870967741935,1089.7019867549668,1603.9022556390978,825.1496598639455,1157.612676056338,1010.4701986754967,1251.1307189542483,1435.2285714285715,833.4171779141104,1580.093023255814,2208.934426229508,1184.3035714285713,1027.510101010101,1380.623188405797,1132.4,1864.0537634408602,1823.0531914893618,866.4322033898305,1368.4594594594594
WY,1479.8020833333333,1433.6190476190477,1573.1182795698924,1260.560975609756,1363.1153846153845,1671.1898734177216,1049.0941176470587,1382.3478260869565,1256.4158415841584,1295.073394495413,1479.5,1883.7384615384615,1448.7604166666667,1606.5,1026.1728395061727,1728.5625,1970.7340425531916,1258.1443298969073,1672.56
DC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
