State,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
NY,4.09228045642187,4.664637018180021,3.9738390778903625,4.325961549700026,4.117054813629716,3.8308467509823756,3.7298779709823817,4.214151823350495,3.772561740248152,4.138150986639022,3.8806337144363674,3.8653253307342093,4.000047979834515,3.8500417822750537,4.198074044612148,3.9891623616752527,4.000211778097187,4.314256887797264,4.615748494622581,4.615748494622581,4.615748494622581,4.615748494622581
KY,4.396533884687549,5.1511857098855645,4.5150061526840775,4.818205908272265,4.366197743473114,4.134484005866815,4.141883261982958,4.350413617277779,4.37679321484301,4.650691673716661,4.3293986644176785,3.980578461161618,4.724888247139961,4.199725447550577,4.897386926430052,4.3937107618949565,4.538970927544737,4.455094146494531,4.926265773423309,4.926265773423309,4.926265773423309,4.926265773423309
OK,5.752246669686482,6.076664472787125,5.620934703395205,5.681942850355166,5.501300542837476,5.444491270864417,5.205684387337721,5.589913064212859,5.903580107136632,5.176354744777518,5.5883041771350035,5.251925867452011,5.633244440481661,5.890517925255481,6.002652352901465,5.674547036688076,5.6446062730296775,5.445929666308755,6.049671225948362,6.049671225948362,6.049671225948362,6.049671225948362
OR,4.761765560798046,5.2560649253607075,5.247570785685342,5.186053212105583,5.672258793417445,5.3323174016682096,5.279521198647476,5.278850313739941,5.409616779463487,5.483055911553182,5.37693056885707,5.377658252378286,4.822858440678552,5.145129845762033,5.114559065227742,5.467836794319216,5.303872851037067,5.418432813401821,5.515517592087456,5.515517592087456,5.515517592087456,5.515517592087456
PA,4.149718481989202,4.75886800838231,4.139642238245308,4.414733137854353,4.19134310882205,3.605395892619694,3.7492375379520606,4.101431085019532,3.93862170332353,4.215859238905132,3.930932543450637,3.6795542500732803,4.29325513548384,3.77708504181324,4.255970686974542,3.979917891691069,4.022152486803509,4.152979481427136,4.485583600562033,4.485583600562033,4.485583600562033,4.485583600562033
MA,4.42606448883375,4.942987608436739,4.459712193424317,4.9532010018610535,4.631731986848632,4.175791590694791,4.291235733746901,4.477667503598008,4.180198539950365,4.531176202729535,4.2792953142679835,4.200506237468983,4.555890817741941,4.340218339330029,4.5671464021091825,4.600168723325062,4.472694805334985,4.677826268858564,5.024456579652615,5.024456579652615,5.024456579652615,5.024456579652615
LA,5.131673330182986,5.759455825894624,5.194731505818063,5.066714027861234,4.687755258180899,4.755251532614106,4.756444658617934,5.13741602373667,5.203024320568126,4.717334058891079,5.020621706856057,4.804713447227583,5.404267717918676,5.478575288063489,5.103071306391694,4.952240372958217,4.905708831494148,4.704753877874952,5.1520743092324315,5.1520743092324315,5.1520743092324315,5.1520743092324315
SC,5.170005602271796,5.445025162973266,5.327024321522492,5.287709841450742,4.883325639139097,4.67983734615388,4.777587852491037,4.872765250896755,5.228814681187691,5.194856929533655,5.052167413790369,4.635625329055448,5.563686018254283,5.283730581626113,5.022973311956981,4.846115577321652,5.082346765603834,4.754238309485867,5.665425268872037,5.665425268872037,5.665425268872037,5.665425268872037
AR,5.020945944372242,5.680163393710963,5.041203081828702,5.116010223671331,4.759307484056712,4.754450648387219,4.6933116412625715,5.1447166562078745,5.199912747505213,4.735747495172993,4.8555525543049995,4.501629130215829,5.217139953423103,5.035805998561136,5.452544933534654,4.974349514156427,4.943526591970316,4.8212039748202455,5.316721281387915,5.316721281387915,5.316721281387915,5.316721281387915
AZ,7.3731659295014405,7.678771393623046,7.253600179887615,7.218669918303336,7.577801383660619,7.307420139232246,7.36596382165722,7.144059151952968,7.248995609852288,7.34832393671677,7.537909070531771,7.31016860325478,7.268147400066364,7.572802266096606,7.416945294450602,7.334907350970973,7.377368059719861,6.986684902835702,7.474159758009781,7.474159758009781,7.474159758009781,7.474159758009781
UT,6.068572849491427,6.653069824326532,6.309829578944457,6.4063573322705025,6.853916442083612,6.39856624686642,6.1921154559785485,6.294171523721789,6.49273556723472,6.691161079837785,6.743508526085761,6.397368886503515,6.117021448708076,6.45976031876028,6.426514570093444,6.348174830566191,6.4624321116547545,6.287762509716815,6.431818581761947,6.431818581761947,6.431818581761947,6.431818581761947
NM,7.422532936113188,7.504623703985253,7.172454471099453,7.1089101592769,7.278535406792577,7.314248959666193,6.9417437015267325,7.016428637988223,7.089557215295833,7.090117799334375,7.387643064645132,7.08760248899727,7.278823079787095,7.6441143191066345,7.4456502480074285,7.258196522938463,7.141805951480685,6.641285131841086,7.329581835560099,7.329581835560099,7.329581835560099,7.329581835560099
TX,6.283091002557232,6.54951229883539,5.9881624781868625,5.892765765671693,5.75725142434586,5.765293350526293,5.357104667442879,5.864904945217504,6.11561974464989,5.457111078623535,6.040347068728963,5.801781926757682,6.129868110768071,6.527128839622428,6.128532257043645,6.017196103314343,5.887039169189938,5.587811906982795,6.125508812626747,6.125508812626747,6.125508812626747,6.125508812626747
VA,4.708641376350606,5.163296558649409,4.75755172568968,5.1911724264080235,4.768503454683941,4.223317255373525,4.348910353074693,4.580337901810368,4.762131038275868,4.844337936206933,4.56184826583335,4.287489659626427,5.024268970344811,4.6241862125000015,4.810868963275891,4.539206899023031,4.678944802385082,4.626482736724176,5.087786222040218,5.087786222040218,5.087786222040218,5.087786222040218
MD,4.540408687306496,4.979343667698666,4.574068109081522,5.002055741589278,4.66335603384933,3.910291010835901,4.2233313114551025,4.4323219835913354,4.564606793395251,4.585659429927748,4.362006196594431,4.10667493137254,4.764458198039224,4.367504653457172,4.654835886377701,4.474897822084627,4.550043330753346,4.47521981929824,4.8946377919504735,4.8946377919504735,4.8946377919504735,4.8946377919504735
WA,4.244072664517575,4.326421684172172,4.437762957415145,4.459493750193615,4.7807456896963485,4.739864215485501,4.437502090947024,4.6111125785289975,4.620346642793407,4.401548544684376,4.417157834663554,4.643267426027477,4.1589612871649635,4.262630142867794,4.150070275387147,4.460622994595038,4.525922577531315,4.708248962849957,4.865978555926208,4.865978555926208,4.865978555926208,4.865978555926208
AL,5.038138950073365,5.576876777055,5.243641889750546,5.1361585244618055,4.748101739187958,4.6759784581458925,4.68952834669775,4.919254407876758,5.231013719496161,5.109299429280782,5.089455978571448,4.557017585787701,5.4944149157291235,5.194409015092999,5.141594928522439,4.6810743153376935,5.09991782536688,4.670189804941408,5.5410822389189685,5.5410822389189685,5.5410822389189685,5.5410822389189685
CA,6.491616825340393,7.189400109533907,6.856903149364369,6.908255450817264,7.259970954373554,6.811085951695003,7.194611985199814,6.7022851149062435,6.802338372934289,7.321307507256418,7.17597820144523,7.0311283246973915,6.61786742559772,7.109914646738724,7.0988353510214965,7.459841403745475,7.057193090965554,6.941731238294578,7.079226382332089,7.079226382332089,7.079226382332089,7.079226382332089
DE,4.625534226027388,4.98991781461186,4.748712287671222,5.099616449315057,4.813041095433777,3.984547934246582,4.3209863447488654,4.528547984931493,4.6679451506849245,4.639890365753418,4.452602763013702,4.132931509589052,4.842191776712315,4.584876709589034,4.686904080821909,4.642739676712319,4.636931469863004,4.572602763013689,5.019726036073047,5.019726036073047,5.019726036073047,5.019726036073047
VT,4.006240697592989,4.521059082166311,3.869304155361037,4.405417947045959,4.17783808512035,4.012752732494521,3.9699781012034943,4.20254706028446,3.6286477102844543,4.162188184354476,3.8741881822756956,3.829601743873081,3.8949846857768042,3.9315098343544856,4.283763703610499,4.0527702397155325,4.046730848358854,4.430547048358858,4.601435444310722,4.601435444310722,4.601435444310722,4.601435444310722
WY,5.422523672080502,5.806294873862218,5.640999662297254,5.854341160004597,5.882394285393235,5.641094995017722,5.480934295812202,5.857538976461231,5.806480071524302,5.798240378992236,5.671493372330132,5.378492347304595,5.519087521427875,5.645159018215965,5.635854275246965,5.484358195982411,5.487801172420932,5.682037461650378,5.772382714323074,5.772382714323074,5.772382714323074,5.772382714323074
NJ,4.478666651944446,4.898833350972234,4.556566663611108,4.8886000083333485,4.693033299027784,3.88486664083333,4.238333394305553,4.473333318333338,4.490966689166671,4.479966663194446,4.337033359305552,3.9632999975000045,4.734233307083335,4.386266658750003,4.5019666620833325,4.507333351111115,4.452399985694448,4.583466679861109,4.8947333438888965,4.8947333438888965,4.8947333438888965,4.8947333438888965
NH,4.284211015826488,4.7388605026963715,4.196511154044545,4.78413130691677,4.4540961184056265,4.1751840812426675,4.264403289331771,4.356830006682297,3.8978476008206275,4.427817112661193,4.0998921525205105,4.100595559202808,4.21237984091442,4.171188752168811,4.497678785111366,4.3737960059788925,4.2881500575615465,4.636923784759675,4.827910902930842,4.827910902930842,4.827910902930842,4.827910902930842
NV,6.283230402786341,7.025409176485543,6.7780381990184475,6.764218265920899,7.195724326079221,6.662724231936669,6.698234091873438,6.495271341477612,6.752214461308716,7.038963161857552,7.099395033773165,6.6553836392295755,6.304608765614866,6.903202960453818,6.771589237160954,6.980988289044938,6.699809612401031,6.393227647788946,6.8505979969604605,6.8505979969604605,6.8505979969604605,6.8505979969604605
KS,5.589517358362299,5.899770835879639,5.732951397424783,5.857052098090319,5.851232650159201,5.5744062635417535,5.488496531741999,5.575128492968807,5.717107656814283,5.527552098119253,5.377579863324744,5.160659732711354,5.587225709172524,5.773392366044595,6.1164895798031935,5.708201400361697,5.710965276996597,5.6122743198496075,5.995156263512772,5.995156263512772,5.995156263512772,5.995156263512772
OH,4.229539894776077,4.919839439783851,4.232930522696814,4.372527023648957,4.221467864822403,3.8848008171641637,3.8574657676273625,4.074614505481168,3.97833041842512,4.1770252401955466,4.026176008234689,3.9036253202779063,4.396051476711239,3.7330005187853454,4.548296438522934,3.9724693813690033,4.140821424266586,4.159602683041662,4.517292832604221,4.517292832604221,4.517292832604221,4.517292832604221
ND,4.853646431932538,5.056639536987596,5.015880100205768,5.238411765393201,4.994768569831085,4.7834909462455695,4.530699187670802,4.728620717928086,4.708549592299848,4.621483024731833,4.850729746774574,4.337743442997618,4.5353722069949205,4.719193499074478,4.830940769155175,4.536606621160848,4.7737780828951575,4.956975152006008,5.128346825319699,5.128346825319699,5.128346825319699,5.128346825319699
CO,6.188884619265136,6.380502751213394,6.200524737923473,6.224005511080533,6.691252740579316,6.224197804521428,6.117848904189508,6.219458791849695,6.211879125194572,6.25946702709474,6.332373624610739,5.912401109260493,6.20536539703527,6.444175830677699,6.495931317055903,6.178409349233039,6.106604386011835,6.031999986435356,6.405623621989571,6.405623621989571,6.405623621989571,6.405623621989571
