STATE,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
LA,39474866.0,36363381.0,36977798.0,36355225.0,38511585.0,43217747.0,36564775.0,40576562.0,44975196.0,47998719.0,46129243.0,40372753.0,47900847.0,45434198.0,46169539.0,44167904.0,41933335.0,43915016.0,45344386.0,44003265.0,51344080.0,54322466.0,58563758.0,52510174.0,56182206.0,66210832.0,66194472.0,57884019.0,61785552.0,70395010.0,42774081.0
MA,6132702.0,6329862.0,8479397.0,9050108.0,11319676.0,14235010.0,11929508.0,13626170.0,11621828.0,11104399.0,10707072.0,11697003.0,15868976.0,22423931.0,20971720.0,20369468.0,23306674.0,24925043.0,21514434.0,20987838.0,25581753.0,25939670.0,24672382.0,21256888.0,18196980.0,21007413.0,21414959.0,21341446.0,18796093.0,15930845.0,8133663.0
MD,1522443.0,1517463.0,1077542.0,772304.0,1172042.0,1548884.0,987627.0,1412585.0,1990596.0,2125193.0,2852876.0,1760814.0,2214431.0,1195643.0,1183302.0,1886986.0,1770206.0,2240926.0,1848149.0,1767844.0,2896978.0,2310660.0,4944896.0,2887588.0,2612108.0,4555346.0,5460804.0,6728959.0,13934737.0,14839476.0,8551520.0
ME,50786.0,49101.0,24687.0,9878.0,9267.0,7219.0,3230.0,3446.0,3369.0,80735.0,3044440.0,10052949.0,13503963.0,9438704.0,9832187.0,8398453.0,7297856.0,6674594.0,7379617.0,7355395.0,8373607.0,6876831.0,6043698.0,4873387.0,4431000.0,2951905.0,3691327.0,2099589.0,2251047.0,1609327.0,1086927.0
MI,7837956.0,8499078.0,9528639.0,10020213.0,10436549.0,11574854.0,13014616.0,13388312.0,13085180.0,13513755.0,12607264.0,13173512.0,15853418.0,11374543.0,14547702.0,13763891.0,11409955.0,13140984.0,9602035.0,8419551.0,12249261.0,12982052.0,21748358.0,12341390.0,11570463.0,20044797.0,29831203.0,26287232.0,30552007.0,34639574.0,21900675.0
MN,539839.0,803940.0,645888.0,512693.0,656857.0,1030407.0,786670.0,772764.0,1596032.0,1427272.0,1265021.0,1199577.0,1591953.0,1844434.0,1457584.0,2707268.0,2560795.0,3842477.0,2865846.0,2846484.0,4340846.0,3350773.0,7088203.0,6301053.0,3865318.0,7389439.0,9018230.0,7138994.0,9170015.0,10372307.0,5779503.0
MO,312109.0,1093001.0,237779.0,439974.0,389302.0,1043440.0,428165.0,598410.0,1264810.0,1626808.0,2955141.0,3873561.0,3543938.0,2624352.0,2864851.0,3865946.0,3729428.0,4979379.0,5196137.0,3416233.0,4689868.0,4548230.0,6167164.0,4399628.0,3952304.0,4596415.0,6082303.0,4253450.0,6840945.0,7331606.0,4534647.0
MS,5919664.0,5718936.0,4735182.0,3604647.0,7223384.0,9721170.0,7175205.0,6054127.0,6576972.0,8792443.0,8381109.0,17750550.0,16971397.0,9477235.0,11618567.0,15360067.0,15705849.0,21335173.0,20607429.0,23267300.0,29618920.0,29965609.0,38549892.0,31776888.0,32471582.0,45116944.0,50149851.0,46994320.0,49492794.0,49629732.0,31550322.0
MT,55255.0,32344.0,34569.0,34920.0,73226.0,48738.0,55249.0,48610.0,55776.0,36606.0,26607.0,20089.0,16678.0,25468.0,27948.0,26940.0,67581.0,105975.0,65658.0,77760.0,57112.0,418195.0,463999.0,614231.0,543545.0,599208.0,694107.0,471550.0,470539.0,540354.0,223172.0
NC,203465.0,385907.0,361308.0,394750.0,310242.0,771688.0,470138.0,699936.0,1284357.0,1166663.0,1130253.0,1534355.0,3560871.0,1580367.0,2558656.0,3159378.0,3195562.0,4456644.0,4177342.0,4851887.0,8447237.0,11155211.0,19302008.0,27982508.0,28819062.0,36544597.0,39386383.0,39650882.0,44079319.0,41777442.0,24737483.0
ND,51563.0,940.0,13411.0,7076.0,55.0,-348.0,351.0,391.0,729.0,1604.0,2087.0,2536.0,8043.0,9446.0,9044.0,8014.0,7064.0,16574.0,-49.0,16606.0,16353.0,19902.0,21697.0,54192.0,19012.0,711043.0,872394.0,936038.0,689204.0,1245467.0,786040.0
